country,year,variant,gender,age5yearinterval,population
862,1950,Estimates,female,0_4,505.353
862,1950,Estimates,male,0_4,516.384
862,1950,Estimates,female,5_9,399.498
862,1950,Estimates,male,5_9,406.711
862,1950,Estimates,female,10_14,330.531
862,1950,Estimates,male,10_14,336.157
862,1950,Estimates,female,15_19,277.199
862,1950,Estimates,male,15_19,283.635
862,1950,Estimates,female,20_24,233.358
862,1950,Estimates,male,20_24,241.496
862,1950,Estimates,female,25_29,197.147
862,1950,Estimates,male,25_29,206.609
862,1950,Estimates,female,30_34,166.514
862,1950,Estimates,male,30_34,177.092
862,1950,Estimates,female,35_39,139.696
862,1950,Estimates,male,35_39,151.221
862,1950,Estimates,female,40_44,115.339
862,1950,Estimates,male,40_44,127.779
862,1950,Estimates,female,45_49,92.606
862,1950,Estimates,male,45_49,104.371
862,1950,Estimates,female,50_54,72.313
862,1950,Estimates,male,50_54,79.933
862,1950,Estimates,female,55_59,54.873
862,1950,Estimates,male,55_59,58.407
862,1950,Estimates,female,60_64,40.364
862,1950,Estimates,male,60_64,41.27
862,1950,Estimates,female,65_69,28.346
862,1950,Estimates,male,65_69,27.72
862,1950,Estimates,female,70_74,18.461
862,1950,Estimates,male,70_74,17.226
862,1950,Estimates,female,75_79,10.676
862,1950,Estimates,male,75_79,9.528
862,1950,Estimates,female,80plus,7.647
862,1950,Estimates,male,80plus,6.517
862,1955,Estimates,female,0_4,606.502
862,1955,Estimates,male,0_4,631.786
862,1955,Estimates,female,5_9,489.841
862,1955,Estimates,male,5_9,506.184
862,1955,Estimates,female,10_14,402.912
862,1955,Estimates,male,10_14,418.452
862,1955,Estimates,female,15_19,338.841
862,1955,Estimates,male,15_19,351.816
862,1955,Estimates,female,20_24,288.014
862,1955,Estimates,male,20_24,300.29
862,1955,Estimates,female,25_29,246.485
862,1955,Estimates,male,25_29,257.758
862,1955,Estimates,female,30_34,211.035
862,1955,Estimates,male,30_34,221.378
862,1955,Estimates,female,35_39,178.296
862,1955,Estimates,male,35_39,188.783
862,1955,Estimates,female,40_44,147.055
862,1955,Estimates,male,40_44,155.551
862,1955,Estimates,female,45_49,117.037
862,1955,Estimates,male,45_49,123.635
862,1955,Estimates,female,50_54,89.804
862,1955,Estimates,male,50_54,96.956
862,1955,Estimates,female,55_59,66.866
862,1955,Estimates,male,55_59,71.938
862,1955,Estimates,female,60_64,48.333
862,1955,Estimates,male,60_64,50.381
862,1955,Estimates,female,65_69,33.647
862,1955,Estimates,male,65_69,33.552
862,1955,Estimates,female,70_74,21.943
862,1955,Estimates,male,70_74,20.757
862,1955,Estimates,female,75_79,12.897
862,1955,Estimates,male,75_79,11.517
862,1955,Estimates,female,80plus,9.938
862,1955,Estimates,male,80plus,8.192
862,1960,Estimates,female,0_4,749.651
862,1960,Estimates,male,0_4,780.152
862,1960,Estimates,female,5_9,589.774
862,1960,Estimates,male,5_9,615.12
862,1960,Estimates,female,10_14,488.96
862,1960,Estimates,male,10_14,507.427
862,1960,Estimates,female,15_19,404.011
862,1960,Estimates,male,15_19,420.769
862,1960,Estimates,female,20_24,340.099
862,1960,Estimates,male,20_24,353.686
862,1960,Estimates,female,25_29,289.75
862,1960,Estimates,male,25_29,301.743
862,1960,Estimates,female,30_34,248.507
862,1960,Estimates,male,30_34,258.666
862,1960,Estimates,female,35_39,212.134
862,1960,Estimates,male,35_39,221.077
862,1960,Estimates,female,40_44,177.44
862,1960,Estimates,male,40_44,185.639
862,1960,Estimates,female,45_49,143.735
