country,year,variant,gender,freq,age1yearinterval,lifeexpectancy
192,1950,estimates,female,5yearly,0,61.28
192,1950,estimates,male,5yearly,0,57.77
192,1950,estimates,female,5yearly,1,64.86
192,1950,estimates,male,5yearly,1,62.51
192,1950,estimates,female,5yearly,5,63.06
192,1950,estimates,male,5yearly,5,60.8
192,1950,estimates,female,5yearly,10,58.64
192,1950,estimates,male,5yearly,10,56.4
192,1950,estimates,female,5yearly,15,54.01
192,1950,estimates,male,5yearly,15,51.76
192,1950,estimates,female,5yearly,20,49.57
192,1950,estimates,male,5yearly,20,47.36
192,1950,estimates,female,5yearly,25,45.27
192,1950,estimates,male,5yearly,25,43.19
192,1950,estimates,female,5yearly,30,40.96
192,1950,estimates,male,5yearly,30,39.02
192,1950,estimates,female,5yearly,35,36.71
192,1950,estimates,male,5yearly,35,34.85
192,1950,estimates,female,5yearly,40,32.51
192,1950,estimates,male,5yearly,40,30.78
192,1950,estimates,female,5yearly,45,28.36
192,1950,estimates,male,5yearly,45,26.82
192,1950,estimates,female,5yearly,50,24.25
192,1950,estimates,male,5yearly,50,22.97
192,1950,estimates,female,5yearly,55,20.29
192,1950,estimates,male,5yearly,55,19.27
192,1950,estimates,female,5yearly,60,16.43
192,1950,estimates,male,5yearly,60,15.73
192,1950,estimates,female,5yearly,65,12.71
192,1950,estimates,male,5yearly,65,12.4
192,1950,estimates,female,5yearly,70,9.34
192,1950,estimates,male,5yearly,70,9.35
192,1950,estimates,female,5yearly,75,6.78
192,1950,estimates,male,5yearly,75,6.82
192,1950,estimates,female,5yearly,80,5.61
192,1950,estimates,male,5yearly,80,5.3
192,1950,estimates,female,5yearly,85,4.42137984223888
192,1950,estimates,male,5yearly,85,4.072689281271
192,1950,estimates,female,5yearly,90,3.56296066282574
192,1950,estimates,male,5yearly,90,3.21950310215558
192,1950,estimates,female,5yearly,95,2.94556477171156
192,1950,estimates,male,5yearly,95,2.63289705923995
192,1955,estimates,female,5yearly,0,64.16
192,1955,estimates,male,5yearly,0,60.76
192,1955,estimates,female,5yearly,1,67.27
192,1955,estimates,male,5yearly,1,64.93
192,1955,estimates,female,5yearly,5,64.97
192,1955,estimates,male,5yearly,5,62.69
192,1955,estimates,female,5yearly,10,60.43
