variant,country,year,infantmortality
estimates,84,1950,0.393
estimates,84,1951,0.391
estimates,84,1952,0.384
estimates,84,1953,0.379
estimates,84,1954,0.373
estimates,84,1955,0.367
estimates,84,1956,0.362
estimates,84,1957,0.357
estimates,84,1958,0.353
estimates,84,1959,0.349
estimates,84,1960,0.346
estimates,84,1961,0.343
estimates,84,1962,0.339
estimates,84,1963,0.337
estimates,84,1964,0.335
estimates,84,1965,0.333
estimates,84,1966,0.332
estimates,84,1967,0.33
estimates,84,1968,0.329
estimates,84,1969,0.327
estimates,84,1970,0.325
estimates,84,1971,0.323
estimates,84,1972,0.321
estimates,84,1973,0.318
estimates,84,1974,0.315
estimates,84,1975,0.311
estimates,84,1976,0.306
estimates,84,1977,0.298
estimates,84,1978,0.289
estimates,84,1979,0.281
estimates,84,1980,0.271
estimates,84,1981,0.261
estimates,84,1982,0.253
estimates,84,1983,0.245
estimates,84,1984,0.241
estimates,84,1985,0.236
estimates,84,1986,0.233
estimates,84,1987,0.23
estimates,84,1988,0.226
estimates,84,1989,0.223
estimates,84,1990,0.217
estimates,84,1991,0.211
estimates,84,1992,0.204
estimates,84,1993,0.197
estimates,84,1994,0.189
estimates,84,1995,0.182
estimates,84,1996,0.174
estimates,84,1997,0.168
estimates,84,1998,0.163
estimates,84,1999,0.158
estimates,84,2000,0.154
estimates,84,2001,0.151
estimates,84,2002,0.148
estimates,84,2003,0.145
estimates,84,2004,0.141
estimates,84,2005,0.136
estimates,84,2006,0.133
estimates,84,2007,0.128
estimates,84,2008,0.124
estimates,84,2009,0.122
estimates,84,2010,0.119
estimates,84,2011,0.117
estimates,84,2012,0.114
estimates,84,2013,0.112
estimates,84,2014,0.11
estimates,84,2015,0.109
medium_variant,84,2015,0.109
medium_variant,84,2016,0.107
medium_variant,84,2017,0.105
medium_variant,84,2018,0.103
medium_variant,84,2019,0.102
medium_variant,84,2020,0.1
medium_variant,84,2021,0.098
medium_variant,84,2022,0.096
medium_variant,84,2023,0.094
medium_variant,84,2024,0.092
medium_variant,84,2025,0.09
medium_variant,84,2026,0.088
medium_variant,84,2027,0.086
medium_variant,84,2028,0.084
medium_variant,84,2029,0.083
medium_variant,84,2030,0.081
medium_variant,84,2031,0.078
medium_variant,84,2032,0.076
medium_variant,84,2033,0.074
medium_variant,84,2034,0.071
medium_variant,84,2035,0.07
medium_variant,84,2036,0.068
medium_variant,84,2037,0.066
medium_variant,84,2038,0.065
medium_variant,84,2039,0.064
medium_variant,84,2040,0.062
medium_variant,84,2041,0.061
medium_variant,84,2042,0.06
medium_variant,84,2043,0.059
medium_variant,84,2044,0.058
medium_variant,84,2045,0.057
medium_variant,84,2046,0.056
medium_variant,84,2047,0.055
medium_variant,84,2048,0.054
medium_variant,84,2049,0.053
medium_variant,84,2050,0.051
medium_variant,84,2051,0.051
medium_variant,84,2052,0.049
medium_variant,84,2053,0.048
medium_variant,84,2054,0.047
medium_variant,84,2055,0.046
medium_variant,84,2056,0.046
medium_variant,84,2057,0.044
medium_variant,84,2058,0.043
medium_variant,84,2059,0.042
medium_variant,84,2060,0.041
medium_variant,84,2061,0.041
medium_variant,84,2062,0.039
medium_variant,84,2063,0.038
medium_variant,84,2064,0.038
medium_variant,84,2065,0.036
medium_variant,84,2066,0.036
medium_variant,84,2067,0.035
medium_variant,84,2068,0.035
medium_variant,84,2069,0.033
medium_variant,84,2070,0.033
medium_variant,84,2071,0.033
medium_variant,84,2072,0.032
medium_variant,84,2073,0.032
medium_variant,84,2074,0.032
medium_variant,84,2075,0.03
medium_variant,84,2076,0.03
medium_variant,84,2077,0.03
medium_variant,84,2078,0.03
medium_variant,84,2079,0.029
medium_variant,84,2080,0.029
medium_variant,84,2081,0.029
medium_variant,84,2082,0.027
medium_variant,84,2083,0.027
medium_variant,84,2084,0.027
medium_variant,84,2085,0.027
medium_variant,84,2086,0.026
medium_variant,84,2087,0.026
medium_variant,84,2088,0.026
medium_variant,84,2089,0.025
medium_variant,84,2090,0.024
medium_variant,84,2091,0.024
medium_variant,84,2092,0.024
medium_variant,84,2093,0.024
medium_variant,84,2094,0.023
medium_variant,84,2095,0.023
medium_variant,84,2096,0.023
medium_variant,84,2097,0.022
medium_variant,84,2098,0.022
medium_variant,84,2099,0.021
