country,year,variant,gender,freq,age5yearinterval,totaldeaths
175,1950,Estimates,female,5yearly,0_4,0.352
175,1950,Estimates,male,5yearly,0_4,0.395
175,1950,Estimates,female,5yearly,5_9,0.017
175,1950,Estimates,male,5yearly,5_9,0.019
175,1950,Estimates,female,5yearly,10_14,0.007
175,1950,Estimates,male,5yearly,10_14,0.009
175,1950,Estimates,female,5yearly,15_19,0.007
175,1950,Estimates,male,5yearly,15_19,0.01
175,1950,Estimates,female,5yearly,20_24,0.01
175,1950,Estimates,male,5yearly,20_24,0.013
175,1950,Estimates,female,5yearly,25_29,0.012
175,1950,Estimates,male,5yearly,25_29,0.017
175,1950,Estimates,female,5yearly,30_34,0.013
175,1950,Estimates,male,5yearly,30_34,0.019
175,1950,Estimates,female,5yearly,35_39,0.015
175,1950,Estimates,male,5yearly,35_39,0.028
175,1950,Estimates,female,5yearly,40_44,0.017
175,1950,Estimates,male,5yearly,40_44,0.042
175,1950,Estimates,female,5yearly,45_49,0.021
175,1950,Estimates,male,5yearly,45_49,0.052
175,1950,Estimates,female,5yearly,50_54,0.027
175,1950,Estimates,male,5yearly,50_54,0.068
175,1950,Estimates,female,5yearly,55_59,0.035
175,1950,Estimates,male,5yearly,55_59,0.078
175,1950,Estimates,female,5yearly,60_64,0.042
175,1950,Estimates,male,5yearly,60_64,0.081
175,1950,Estimates,female,5yearly,65_69,0.043
175,1950,Estimates,male,5yearly,65_69,0.076
175,1950,Estimates,female,5yearly,70_74,0.038
175,1950,Estimates,male,5yearly,70_74,0.061
175,1950,Estimates,female,5yearly,75_79,0.027
175,1950,Estimates,male,5yearly,75_79,0.041
175,1950,Estimates,female,5yearly,80_84,0.088
175,1950,Estimates,male,5yearly,80_84,0.173
175,1950,Estimates,female,5yearly,85_89,0.103
175,1950,Estimates,male,5yearly,85_89,0.157
175,1950,Estimates,female,5yearly,90_94,0.035
175,1950,Estimates,male,5yearly,90_94,0.038
175,1950,Estimates,female,5yearly,95plus,0.005
175,1950,Estimates,male,5yearly,95plus,0.003
175,1955,Estimates,female,5yearly,0_4,0.312
175,1955,Estimates,male,5yearly,0_4,0.375
175,1955,Estimates,female,5yearly,5_9,0.014
175,1955,Estimates,male,5yearly,5_9,0.017
175,1955,Estimates,female,5yearly,10_14,0.007
