country,year,variant,gender,freq,age5yearinterval,totaldeaths
504,1950,Estimates,female,5yearly,0_4,271.103
504,1950,Estimates,male,5yearly,0_4,315.55
504,1950,Estimates,female,5yearly,5_9,15.676
504,1950,Estimates,male,5yearly,5_9,16.399
504,1950,Estimates,female,5yearly,10_14,8.43
504,1950,Estimates,male,5yearly,10_14,8.01
504,1950,Estimates,female,5yearly,15_19,10.961
504,1950,Estimates,male,5yearly,15_19,11.674
504,1950,Estimates,female,5yearly,20_24,13.568
504,1950,Estimates,male,5yearly,20_24,15.863
504,1950,Estimates,female,5yearly,25_29,12.85
504,1950,Estimates,male,5yearly,25_29,14.306
504,1950,Estimates,female,5yearly,30_34,10.059
504,1950,Estimates,male,5yearly,30_34,10.831
504,1950,Estimates,female,5yearly,35_39,7.907
504,1950,Estimates,male,5yearly,35_39,9.109
504,1950,Estimates,female,5yearly,40_44,7.524
504,1950,Estimates,male,5yearly,40_44,9.694
504,1950,Estimates,female,5yearly,45_49,8.645
504,1950,Estimates,male,5yearly,45_49,11.916
504,1950,Estimates,female,5yearly,50_54,10.167
504,1950,Estimates,male,5yearly,50_54,13.861
504,1950,Estimates,female,5yearly,55_59,11.695
504,1950,Estimates,male,5yearly,55_59,15.378
504,1950,Estimates,female,5yearly,60_64,13.018
504,1950,Estimates,male,5yearly,60_64,15.771
504,1950,Estimates,female,5yearly,65_69,15.146
504,1950,Estimates,male,5yearly,65_69,17.004
504,1950,Estimates,female,5yearly,70_74,17.253
504,1950,Estimates,male,5yearly,70_74,15.826
504,1950,Estimates,female,5yearly,75_79,14.712
504,1950,Estimates,male,5yearly,75_79,11.132
504,1950,Estimates,female,5yearly,80_84,8.096
504,1950,Estimates,male,5yearly,80_84,6.648
504,1950,Estimates,female,5yearly,85_89,2.933
504,1950,Estimates,male,5yearly,85_89,2.397
504,1950,Estimates,female,5yearly,90_94,0.87
504,1950,Estimates,male,5yearly,90_94,0.598
504,1950,Estimates,female,5yearly,95plus,0.146
504,1950,Estimates,male,5yearly,95plus,0.079
504,1955,Estimates,female,5yearly,0_4,306.299
504,1955,Estimates,male,5yearly,0_4,354.532
504,1955,Estimates,female,5yearly,5_9,18.592
