country,year,variant,gender,freq,age5yearinterval,totaldeaths
408,1950,estimates,female,5yearly,0_4,115.221
408,1950,estimates,male,5yearly,0_4,179.975
408,1950,estimates,female,5yearly,5_9,27.418
408,1950,estimates,male,5yearly,5_9,24.848
408,1950,estimates,female,5yearly,10_14,32.836
408,1950,estimates,male,5yearly,10_14,18.564
408,1950,estimates,female,5yearly,15_19,40.494
408,1950,estimates,male,5yearly,15_19,27.502
408,1950,estimates,female,5yearly,20_24,43.102
408,1950,estimates,male,5yearly,20_24,49.664
408,1950,estimates,female,5yearly,25_29,36.559
408,1950,estimates,male,5yearly,25_29,55.312
408,1950,estimates,female,5yearly,30_34,27.626
408,1950,estimates,male,5yearly,30_34,41.21
408,1950,estimates,female,5yearly,35_39,19.475
408,1950,estimates,male,5yearly,35_39,32.268
408,1950,estimates,female,5yearly,40_44,15.435
408,1950,estimates,male,5yearly,40_44,25.795
408,1950,estimates,female,5yearly,45_49,14.566
408,1950,estimates,male,5yearly,45_49,26.511
408,1950,estimates,female,5yearly,50_54,16.057
408,1950,estimates,male,5yearly,50_54,31.287
408,1950,estimates,female,5yearly,55_59,23.566
408,1950,estimates,male,5yearly,55_59,33.117
408,1950,estimates,female,5yearly,60_64,28.899
408,1950,estimates,male,5yearly,60_64,35.692
408,1950,estimates,female,5yearly,65_69,27.054
408,1950,estimates,male,5yearly,65_69,35.178
408,1950,estimates,female,5yearly,70_74,23.735
408,1950,estimates,male,5yearly,70_74,25.678
408,1950,estimates,female,5yearly,75_79,19.578
408,1950,estimates,male,5yearly,75_79,15.145
408,1950,estimates,female,5yearly,80_84,12.01
408,1950,estimates,male,5yearly,80_84,7.495
408,1950,estimates,female,5yearly,85_89,4.791
408,1950,estimates,male,5yearly,85_89,2.55
408,1950,estimates,female,5yearly,90_94,1.514
408,1950,estimates,male,5yearly,90_94,0.552
408,1950,estimates,female,5yearly,95plus,0.26
408,1950,estimates,male,5yearly,95plus,0.061
408,1955,estimates,female,5yearly,0_4,104.53
408,1955,estimates,male,5yearly,0_4,144.796
408,1955,estimates,female,5yearly,5_9,12.876
408,1955,estimates,male,5yearly,5_9,12.318
408,1955,estimates,female,5yearly,10_14,17.663
408,1955,estimates,male,5yearly,10_14,14.596
408,1955,estimates,female,5yearly,15_19,24.463
408,1955,estimates,male,5yearly,15_19,18.453
408,1955,estimates,female,5yearly,20_24,27.458
408,1955,estimates,male,5yearly,20_24,21.169
408,1955,estimates,female,5yearly,25_29,23.112
408,1955,estimates,male,5yearly,25_29,17.161
408,1955,estimates,female,5yearly,30_34,18.229
408,1955,estimates,male,5yearly,30_34,14.251
408,1955,estimates,female,5yearly,35_39,13.625
408,1955,estimates,male,5yearly,35_39,13.17
408,1955,estimates,female,5yearly,40_44,10.746
408,1955,estimates,male,5yearly,40_44,13.038
408,1955,estimates,female,5yearly,45_49,10.145
408,1955,estimates,male,5yearly,45_49,12.344
408,1955,estimates,female,5yearly,50_54,12.067
408,1955,estimates,male,5yearly,50_54,13.392
