country,year,variant,gender,freq,age5yearinterval,totaldeaths
591,1950,Estimates,female,5yearly,0_4,10.904
591,1950,Estimates,male,5yearly,0_4,12.942
591,1950,Estimates,female,5yearly,5_9,0.807
591,1950,Estimates,male,5yearly,5_9,0.861
591,1950,Estimates,female,5yearly,10_14,0.5
591,1950,Estimates,male,5yearly,10_14,0.568
591,1950,Estimates,female,5yearly,15_19,0.62
591,1950,Estimates,male,5yearly,15_19,0.624
591,1950,Estimates,female,5yearly,20_24,0.803
591,1950,Estimates,male,5yearly,20_24,0.756
591,1950,Estimates,female,5yearly,25_29,0.845
591,1950,Estimates,male,5yearly,25_29,0.754
591,1950,Estimates,female,5yearly,30_34,0.785
591,1950,Estimates,male,5yearly,30_34,0.704
591,1950,Estimates,female,5yearly,35_39,0.71
591,1950,Estimates,male,5yearly,35_39,0.703
591,1950,Estimates,female,5yearly,40_44,0.673
591,1950,Estimates,male,5yearly,40_44,0.767
591,1950,Estimates,female,5yearly,45_49,0.699
591,1950,Estimates,male,5yearly,45_49,0.897
591,1950,Estimates,female,5yearly,50_54,0.787
591,1950,Estimates,male,5yearly,50_54,1.081
591,1950,Estimates,female,5yearly,55_59,0.928
591,1950,Estimates,male,5yearly,55_59,1.288
591,1950,Estimates,female,5yearly,60_64,1.104
591,1950,Estimates,male,5yearly,60_64,1.483
591,1950,Estimates,female,5yearly,65_69,1.261
591,1950,Estimates,male,5yearly,65_69,1.603
591,1950,Estimates,female,5yearly,70_74,1.315
591,1950,Estimates,male,5yearly,70_74,1.574
591,1950,Estimates,female,5yearly,75_79,1.189
591,1950,Estimates,male,5yearly,75_79,1.343
591,1950,Estimates,female,5yearly,80_84,0.877
591,1950,Estimates,male,5yearly,80_84,0.929
591,1950,Estimates,female,5yearly,85_89,0.489
591,1950,Estimates,male,5yearly,85_89,0.483
591,1950,Estimates,female,5yearly,90_94,0.185
591,1950,Estimates,male,5yearly,90_94,0.168
591,1950,Estimates,female,5yearly,95plus,0.044
591,1950,Estimates,male,5yearly,95plus,0.042
591,1955,Estimates,female,5yearly,0_4,11.056
591,1955,Estimates,male,5yearly,0_4,13.102
591,1955,Estimates,female,5yearly,5_9,0.831
591,1955,Estimates,male,5yearly,5_9,0.912
591,1955,Estimates,female,5yearly,10_14,0.489
591,1955,Estimates,male,5yearly,10_14,0.577
591,1955,Estimates,female,5yearly,15_19,0.578
591,1955,Estimates,male,5yearly,15_19,0.61
591,1955,Estimates,female,5yearly,20_24,0.735
591,1955,Estimates,male,5yearly,20_24,0.724
591,1955,Estimates,female,5yearly,25_29,0.77
591,1955,Estimates,male,5yearly,25_29,0.725
591,1955,Estimates,female,5yearly,30_34,0.72
591,1955,Estimates,male,5yearly,30_34,0.68
591,1955,Estimates,female,5yearly,35_39,0.667
591,1955,Estimates,male,5yearly,35_39,0.675
591,1955,Estimates,female,5yearly,40_44,0.654
591,1955,Estimates,male,5yearly,40_44,0.735
591,1955,Estimates,female,5yearly,45_49,0.693
591,1955,Estimates,male,5yearly,45_49,0.852
591,1955,Estimates,female,5yearly,50_54,0.791
591,1955,Estimates,male,5yearly,50_54,1.029
591,1955,Estimates,female,5yearly,55_59,0.939
591,1955,Estimates,male,5yearly,55_59,1.249
591,1955,Estimates,female,5yearly,60_64,1.118
591,1955,Estimates,male,5yearly,60_64,1.468
591,1955,Estimates,female,5yearly,65_69,1.295
591,1955,Estimates,male,5yearly,65_69,1.63
591,1955,Estimates,female,5yearly,70_74,1.388
591,1955,Estimates,male,5yearly,70_74,1.655
591,1955,Estimates,female,5yearly,75_79,1.3
591,1955,Estimates,male,5yearly,75_79,1.466
591,1955,Estimates,female,5yearly,80_84,0.996
591,1955,Estimates,male,5yearly,80_84,1.069
591,1955,Estimates,female,5yearly,85_89,0.574
591,1955,Estimates,male,5yearly,85_89,0.594
591,1955,Estimates,female,5yearly,90_94,0.224
591,1955,Estimates,male,5yearly,90_94,0.221
591,1955,Estimates,female,5yearly,95plus,0.056
591,1955,Estimates,male,5yearly,95plus,0.053
591,1960,Estimates,female,5yearly,0_4,10.75
591,1960,Estimates,male,5yearly,0_4,12.895
591,1960,Estimates,female,5yearly,5_9,0.878
591,1960,Estimates,male,5yearly,5_9,0.99
591,1960,Estimates,female,5yearly,10_14,0.481
591,1960,Estimates,male,5yearly,10_14,0.59
591,1960,Estimates,female,5yearly,15_19,0.524
591,1960,Estimates,male,5yearly,15_19,0.619
591,1960,Estimates,female,5yearly,20_24,0.652
591,1960,Estimates,male,5yearly,20_24,0.731
591,1960,Estimates,female,5yearly,25_29,0.69
591,1960,Estimates,male,5yearly,25_29,0.721
591,1960,Estimates,female,5yearly,30_34,0.661
591,1960,Estimates,male,5yearly,30_34,0.661
591,1960,Estimates,female,5yearly,35_39,0.628
591,1960,Estimates,male,5yearly,35_39,0.645
591,1960,Estimates,female,5yearly,40_44,0.633
591,1960,Estimates,male,5yearly,40_44,0.707
591,1960,Estimates,female,5yearly,45_49,0.688
591,1960,Estimates,male,5yearly,45_49,0.838
591,1960,Estimates,female,5yearly,50_54,0.792
591,1960,Estimates,male,5yearly,50_54,1.023
591,1960,Estimates,female,5yearly,55_59,0.947
591,1960,Estimates,male,5yearly,55_59,1.256
591,1960,Estimates,female,5yearly,60_64,1.139
591,1960,Estimates,male,5yearly,60_64,1.506
591,1960,Estimates,female,5yearly,65_69,1.333
591,1960,Estimates,male,5yearly,65_69,1.704
591,1960,Estimates,female,5yearly,70_74,1.471
591,1960,Estimates,male,5yearly,70_74,1.77
591,1960,Estimates,female,5yearly,75_79,1.444
591,1960,Estimates,male,5yearly,75_79,1.613
591,1960,Estimates,female,5yearly,80_84,1.162
591,1960,Estimates,male,5yearly,80_84,1.212
591,1960,Estimates,female,5yearly,85_89,0.703
591,1960,Estimates,male,5yearly,85_89,0.7
591,1960,Estimates,female,5yearly,90_94,0.288
591,1960,Estimates,male,5yearly,90_94,0.275
591,1960,Estimates,female,5yearly,95plus,0.075
591,1960,Estimates,male,5yearly,95plus,0.069
591,1965,Estimates,female,5yearly,0_4,10.197
591,1965,Estimates,male,5yearly,0_4,12.306
591,1965,Estimates,female,5yearly,5_9,0.929
591,1965,Estimates,male,5yearly,5_9,1.058
591,1965,Estimates,female,5yearly,10_14,0.492
591,1965,Estimates,male,5yearly,10_14,0.618
591,1965,Estimates,female,5yearly,15_19,0.48
591,1965,Estimates,male,5yearly,15_19,0.668
591,1965,Estimates,female,5yearly,20_24,0.572
591,1965,Estimates,male,5yearly,20_24,0.78
591,1965,Estimates,female,5yearly,25_29,0.624
591,1965,Estimates,male,5yearly,25_29,0.743
591,1965,Estimates,female,5yearly,30_34,0.628
591,1965,Estimates,male,5yearly,30_34,0.657
591,1965,Estimates,female,5yearly,35_39,0.621
591,1965,Estimates,male,5yearly,35_39,0.63
591,1965,Estimates,female,5yearly,40_44,0.635
591,1965,Estimates,male,5yearly,40_44,0.694
591,1965,Estimates,female,5yearly,45_49,0.696
591,1965,Estimates,male,5yearly,45_49,0.844
591,1965,Estimates,female,5yearly,50_54,0.809
591,1965,Estimates,male,5yearly,50_54,1.063
591,1965,Estimates,female,5yearly,55_59,0.971
591,1965,Estimates,male,5yearly,55_59,1.321
591,1965,Estimates,female,5yearly,60_64,1.182
591,1965,Estimates,male,5yearly,60_64,1.597
591,1965,Estimates,female,5yearly,65_69,1.414
591,1965,Estimates,male,5yearly,65_69,1.835
591,1965,Estimates,female,5yearly,70_74,1.601
591,1965,Estimates,male,5yearly,70_74,1.932
591,1965,Estimates,female,5yearly,75_79,1.642
591,1965,Estimates,male,5yearly,75_79,1.798
591,1965,Estimates,female,5yearly,80_84,1.4
591,1965,Estimates,male,5yearly,80_84,1.39
591,1965,Estimates,female,5yearly,85_89,0.883
591,1965,Estimates,male,5yearly,85_89,0.832
591,1965,Estimates,female,5yearly,90_94,0.372
591,1965,Estimates,male,5yearly,90_94,0.341
591,1965,Estimates,female,5yearly,95plus,0.097
591,1965,Estimates,male,5yearly,95plus,0.091
591,1970,Estimates,female,5yearly,0_4,8.899
591,1970,Estimates,male,5yearly,0_4,10.986
591,1970,Estimates,female,5yearly,5_9,0.851
591,1970,Estimates,male,5yearly,5_9,0.989
591,1970,Estimates,female,5yearly,10_14,0.471
591,1970,Estimates,male,5yearly,10_14,0.606
591,1970,Estimates,female,5yearly,15_19,0.447
591,1970,Estimates,male,5yearly,15_19,0.73
591,1970,Estimates,female,5yearly,20_24,0.505
591,1970,Estimates,male,5yearly,20_24,0.876
591,1970,Estimates,female,5yearly,25_29,0.549
591,1970,Estimates,male,5yearly,25_29,0.824
591,1970,Estimates,female,5yearly,30_34,0.573
591,1970,Estimates,male,5yearly,30_34,0.71
591,1970,Estimates,female,5yearly,35_39,0.587
591,1970,Estimates,male,5yearly,35_39,0.66
591,1970,Estimates,female,5yearly,40_44,0.615
591,1970,Estimates,male,5yearly,40_44,0.71
591,1970,Estimates,female,5yearly,45_49,0.682
591,1970,Estimates,male,5yearly,45_49,0.857
591,1970,Estimates,female,5yearly,50_54,0.807
591,1970,Estimates,male,5yearly,50_54,1.094
591,1970,Estimates,female,5yearly,55_59,0.995
591,1970,Estimates,male,5yearly,55_59,1.397
591,1970,Estimates,female,5yearly,60_64,1.23
591,1970,Estimates,male,5yearly,60_64,1.715
591,1970,Estimates,female,5yearly,65_69,1.493
591,1970,Estimates,male,5yearly,65_69,2
591,1970,Estimates,female,5yearly,70_74,1.713
591,1970,Estimates,male,5yearly,70_74,2.158
591,1970,Estimates,female,5yearly,75_79,1.771
591,1970,Estimates,male,5yearly,75_79,2.055
591,1970,Estimates,female,5yearly,80_84,1.551
591,1970,Estimates,male,5yearly,80_84,1.641
591,1970,Estimates,female,5yearly,85_89,1.027
591,1970,Estimates,male,5yearly,85_89,1.021
591,1970,Estimates,female,5yearly,90_94,0.443
591,1970,Estimates,male,5yearly,90_94,0.438
591,1970,Estimates,female,5yearly,95plus,0.117
591,1970,Estimates,male,5yearly,95plus,0.123
591,1975,Estimates,female,5yearly,0_4,7.145
591,1975,Estimates,male,5yearly,0_4,9.038
591,1975,Estimates,female,5yearly,5_9,0.678
591,1975,Estimates,male,5yearly,5_9,0.797
591,1975,Estimates,female,5yearly,10_14,0.424
591,1975,Estimates,male,5yearly,10_14,0.54
591,1975,Estimates,female,5yearly,15_19,0.43
591,1975,Estimates,male,5yearly,15_19,0.776
591,1975,Estimates,female,5yearly,20_24,0.473
591,1975,Estimates,male,5yearly,20_24,1.002
591,1975,Estimates,female,5yearly,25_29,0.496
591,1975,Estimates,male,5yearly,25_29,0.955
591,1975,Estimates,female,5yearly,30_34,0.512
591,1975,Estimates,male,5yearly,30_34,0.805
591,1975,Estimates,female,5yearly,35_39,0.539
591,1975,Estimates,male,5yearly,35_39,0.721
591,1975,Estimates,female,5yearly,40_44,0.587
591,1975,Estimates,male,5yearly,40_44,0.749
591,1975,Estimates,female,5yearly,45_49,0.672
591,1975,Estimates,male,5yearly,45_49,0.882
591,1975,Estimates,female,5yearly,50_54,0.81
591,1975,Estimates,male,5yearly,50_54,1.116
591,1975,Estimates,female,5yearly,55_59,1.02
591,1975,Estimates,male,5yearly,55_59,1.441
591,1975,Estimates,female,5yearly,60_64,1.291
591,1975,Estimates,male,5yearly,60_64,1.82
591,1975,Estimates,female,5yearly,65_69,1.574
591,1975,Estimates,male,5yearly,65_69,2.166
591,1975,Estimates,female,5yearly,70_74,1.804
591,1975,Estimates,male,5yearly,70_74,2.388
591,1975,Estimates,female,5yearly,75_79,1.866
591,1975,Estimates,male,5yearly,75_79,2.342
591,1975,Estimates,female,5yearly,80_84,1.642
591,1975,Estimates,male,5yearly,80_84,1.918
591,1975,Estimates,female,5yearly,85_89,1.144
591,1975,Estimates,male,5yearly,85_89,1.233
591,1975,Estimates,female,5yearly,90_94,0.536
591,1975,Estimates,male,5yearly,90_94,0.548
591,1975,Estimates,female,5yearly,95plus,0.155
591,1975,Estimates,male,5yearly,95plus,0.162
591,1980,Estimates,female,5yearly,0_4,6.316
591,1980,Estimates,male,5yearly,0_4,7.679
591,1980,Estimates,female,5yearly,5_9,0.472
591,1980,Estimates,male,5yearly,5_9,0.611
591,1980,Estimates,female,5yearly,10_14,0.359
591,1980,Estimates,male,5yearly,10_14,0.49
591,1980,Estimates,female,5yearly,15_19,0.387
591,1980,Estimates,male,5yearly,15_19,0.827
591,1980,Estimates,female,5yearly,20_24,0.43
591,1980,Estimates,male,5yearly,20_24,1.162
591,1980,Estimates,female,5yearly,25_29,0.455
591,1980,Estimates,male,5yearly,25_29,1.162
591,1980,Estimates,female,5yearly,30_34,0.473
591,1980,Estimates,male,5yearly,30_34,0.98
591,1980,Estimates,female,5yearly,35_39,0.506
591,1980,Estimates,male,5yearly,35_39,0.85
591,1980,Estimates,female,5yearly,40_44,0.57
591,1980,Estimates,male,5yearly,40_44,0.846
591,1980,Estimates,female,5yearly,45_49,0.669
591,1980,Estimates,male,5yearly,45_49,0.961
591,1980,Estimates,female,5yearly,50_54,0.814
591,1980,Estimates,male,5yearly,50_54,1.186
591,1980,Estimates,female,5yearly,55_59,1.023
591,1980,Estimates,male,5yearly,55_59,1.515
591,1980,Estimates,female,5yearly,60_64,1.311
591,1980,Estimates,male,5yearly,60_64,1.929
591,1980,Estimates,female,5yearly,65_69,1.648
591,1980,Estimates,male,5yearly,65_69,2.358
591,1980,Estimates,female,5yearly,70_74,1.945
591,1980,Estimates,male,5yearly,70_74,2.647
591,1980,Estimates,female,5yearly,75_79,2.087
591,1980,Estimates,male,5yearly,75_79,2.646
591,1980,Estimates,female,5yearly,80_84,1.924
591,1980,Estimates,male,5yearly,80_84,2.229
591,1980,Estimates,female,5yearly,85_89,1.427
591,1980,Estimates,male,5yearly,85_89,1.47
591,1980,Estimates,female,5yearly,90_94,0.75
591,1980,Estimates,male,5yearly,90_94,0.674
591,1980,Estimates,female,5yearly,95plus,0.262
591,1980,Estimates,male,5yearly,95plus,0.206
591,1985,Estimates,female,5yearly,0_4,5.179
591,1985,Estimates,male,5yearly,0_4,6.971
591,1985,Estimates,female,5yearly,5_9,0.386
