variant,country,year,totalpopulationannualdoubletime
Estimates,850,1950,37.491
Estimates,850,1951,32.194
Estimates,850,1952,29.397
Estimates,850,1953,35.5
Estimates,850,1954,53.649
Estimates,850,1955,99.044
Estimates,850,1956,142.027
Estimates,850,1957,75.45
Estimates,850,1958,32.065
Estimates,850,1959,16.784
Estimates,850,1960,10.854
Estimates,850,1961,8.366
Estimates,850,1962,7.506
Estimates,850,1963,7.689
Estimates,850,1964,8.715
Estimates,850,1965,10.512
Estimates,850,1966,12.814
Estimates,850,1967,14.693
Estimates,850,1968,14.881
Estimates,850,1969,13.531
Estimates,850,1970,12.005
Estimates,850,1971,11.079
Estimates,850,1972,10.931
Estimates,850,1973,11.63
Estimates,850,1974,13.32
Estimates,850,1975,16.076
Estimates,850,1976,19.812
Estimates,850,1977,24.322
Estimates,850,1978,29.095
Estimates,850,1979,33.209
Estimates,850,1980,36.669
Estimates,850,1981,40.772
Estimates,850,1982,47.609
Estimates,850,1983,61.563
Estimates,850,1984,96.623
Estimates,850,1985,262.245
Estimates,850,1986,-415.068
Estimates,850,1987,-154.207
Estimates,850,1988,-145.976
Estimates,850,1989,-282.462
Estimates,850,1990,512.3
Estimates,850,1991,132.133
Estimates,850,1992,86.19
Estimates,850,1993,76.862
Estimates,850,1994,85.31
Estimates,850,1995,109.951
Estimates,850,1996,151.463
Estimates,850,1997,219.387
Estimates,850,1998,349.696
Estimates,850,1999,626.091
Estimates,850,2000,1927.838
Estimates,850,2001,-1599.607
Estimates,850,2002,-580.1
Estimates,850,2003,-385.676
Estimates,850,2004,-310.647
Estimates,850,2005,-271.1
Estimates,850,2006,-247.476
Estimates,850,2007,-240.398
Estimates,850,2008,-257.229
Estimates,850,2009,-309.868
Estimates,850,2010,-426.373
Estimates,850,2011,-708.33
Estimates,850,2012,-1887.582
Estimates,850,2013,4329.764
Estimates,850,2014,1178.112
Estimates,850,2015,711.976
Medium_variant,850,2015,711.976
Medium_variant,850,2016,521.366
Medium_variant,850,2017,446.38
Medium_variant,850,2018,452.506
Medium_variant,850,2019,550.81
Medium_variant,850,2020,837.96
Medium_variant,850,2021,1952.723
Medium_variant,850,2022,-8731.167
Medium_variant,850,2023,-1667.393
Medium_variant,850,2024,-1051.917
Medium_variant,850,2025,-801.124
Medium_variant,850,2026,-638.197
Medium_variant,850,2027,-518.885
Medium_variant,850,2028,-436.883
Medium_variant,850,2029,-375.094
Medium_variant,850,2030,-327.664
Medium_variant,850,2031,-291.831
Medium_variant,850,2032,-262.879
Medium_variant,850,2033,-238.983
Medium_variant,850,2034,-218.253
Medium_variant,850,2035,-200.683
Medium_variant,850,2036,-186.549
Medium_variant,850,2037,-174.147
Medium_variant,850,2038,-163.359
Medium_variant,850,2039,-154.551
Medium_variant,850,2040,-146.849
Medium_variant,850,2041,-140.064
Medium_variant,850,2042,-134.048
Medium_variant,850,2043,-128.686
Medium_variant,850,2044,-124.104
Medium_variant,850,2045,-119.875
Medium_variant,850,2046,-116.255
Medium_variant,850,2047,-113.259
Medium_variant,850,2048,-111.001
Medium_variant,850,2049,-109.77
Medium_variant,850,2050,-108.988
Medium_variant,850,2051,-108.206
Medium_variant,850,2052,-107.778
Medium_variant,850,2053,-107.522
Medium_variant,850,2054,-107.269
Medium_variant,850,2055,-107.193
Medium_variant,850,2056,-107.21
Medium_variant,850,2057,-107.411
Medium_variant,850,2058,-107.713
Medium_variant,850,2059,-108.212
Medium_variant,850,2060,-108.729
Medium_variant,850,2061,-109.267
Medium_variant,850,2062,-109.922
Medium_variant,850,2063,-110.602
Medium_variant,850,2064,-111.41
Medium_variant,850,2065,-112.354
Medium_variant,850,2066,-113.123
Medium_variant,850,2067,-113.814
Medium_variant,850,2068,-114.531
Medium_variant,850,2069,-115.163
Medium_variant,850,2070,-115.704
Medium_variant,850,2071,-116.265
Medium_variant,850,2072,-116.494
Medium_variant,850,2073,-116.383
Medium_variant,850,2074,-116.155
Medium_variant,850,2075,-115.578
Medium_variant,850,2076,-114.769
Medium_variant,850,2077,-113.961
Medium_variant,850,2078,-112.926
Medium_variant,850,2079,-111.561
Medium_variant,850,2080,-110.098
Medium_variant,850,2081,-108.437
Medium_variant,850,2082,-106.904
Medium_variant,850,2083,-105.491
Medium_variant,850,2084,-104.092
Medium_variant,850,2085,-102.707
Medium_variant,850,2086,-101.433
Medium_variant,850,2087,-99.884
Medium_variant,850,2088,-97.991
Medium_variant,850,2089,-96.134
Medium_variant,850,2090,-94.141
Medium_variant,850,2091,-92.11
Medium_variant,850,2092,-90.367
Medium_variant,850,2093,-89.044
Medium_variant,850,2094,-88.042
Medium_variant,850,2095,-87.197
Medium_variant,850,2096,-86.58
Medium_variant,850,2097,-86.264
Medium_variant,850,2098,-86.025
Medium_variant,850,2099,-85.863
