variant,country,year,totalpopulationannualdoubletime
Estimates,854,1950,74.523
Estimates,854,1951,72.528
Estimates,854,1952,68.271
Estimates,854,1953,63.736
Estimates,854,1954,59.545
Estimates,854,1955,56.044
Estimates,854,1956,53.402
Estimates,854,1957,51.672
Estimates,854,1958,50.85
Estimates,854,1959,50.823
Estimates,854,1960,51.299
Estimates,854,1961,51.782
Estimates,854,1962,51.616
Estimates,854,1963,50.316
Estimates,854,1964,48.089
Estimates,854,1965,45.578
Estimates,854,1966,43.353
Estimates,854,1967,41.701
Estimates,854,1968,40.694
Estimates,854,1969,40.222
Estimates,854,1970,39.948
Estimates,854,1971,39.564
Estimates,854,1972,38.999
Estimates,854,1973,38.271
Estimates,854,1974,37.382
Estimates,854,1975,36.473
Estimates,854,1976,35.6
Estimates,854,1977,34.56
Estimates,854,1978,33.215
Estimates,854,1979,31.692
Estimates,854,1980,30.19
Estimates,854,1981,28.887
Estimates,854,1982,27.907
Estimates,854,1983,27.293
Estimates,854,1984,26.983
Estimates,854,1985,26.825
Estimates,854,1986,26.68
Estimates,854,1987,26.519
Estimates,854,1988,26.348
Estimates,854,1989,26.162
Estimates,854,1990,25.979
Estimates,854,1991,25.816
Estimates,854,1992,25.66
Estimates,854,1993,25.498
Estimates,854,1994,25.329
Estimates,854,1995,25.153
Estimates,854,1996,24.975
Estimates,854,1997,24.802
Estimates,854,1998,24.642
Estimates,854,1999,24.489
Estimates,854,2000,24.36
Estimates,854,2001,24.246
Estimates,854,2002,24.078
Estimates,854,2003,23.804
Estimates,854,2004,23.454
Estimates,854,2005,23.09
Estimates,854,2006,22.782
Estimates,854,2007,22.609
Estimates,854,2008,22.612
Estimates,854,2009,22.777
Estimates,854,2010,23.029
Estimates,854,2011,23.289
Estimates,854,2012,23.524
Estimates,854,2013,23.723
Estimates,854,2014,23.883
Estimates,854,2015,24.031
Medium_variant,854,2015,24.031
Medium_variant,854,2016,24.194
Medium_variant,854,2017,24.372
Medium_variant,854,2018,24.558
Medium_variant,854,2019,24.753
Medium_variant,854,2020,24.955
Medium_variant,854,2021,25.161
Medium_variant,854,2022,25.365
Medium_variant,854,2023,25.561
Medium_variant,854,2024,25.753
Medium_variant,854,2025,25.946
Medium_variant,854,2026,26.149
Medium_variant,854,2027,26.365
Medium_variant,854,2028,26.595
Medium_variant,854,2029,26.84
Medium_variant,854,2030,27.099
Medium_variant,854,2031,27.371
Medium_variant,854,2032,27.658
Medium_variant,854,2033,27.965
Medium_variant,854,2034,28.291
Medium_variant,854,2035,28.635
Medium_variant,854,2036,28.993
Medium_variant,854,2037,29.37
Medium_variant,854,2038,29.771
Medium_variant,854,2039,30.195
Medium_variant,854,2040,30.637
Medium_variant,854,2041,31.093
Medium_variant,854,2042,31.564
Medium_variant,854,2043,32.054
Medium_variant,854,2044,32.563
Medium_variant,854,2045,33.087
Medium_variant,854,2046,33.623
Medium_variant,854,2047,34.161
Medium_variant,854,2048,34.692
Medium_variant,854,2049,35.216
Medium_variant,854,2050,35.741
Medium_variant,854,2051,36.278
Medium_variant,854,2052,36.827
Medium_variant,854,2053,37.388
Medium_variant,854,2054,37.961
Medium_variant,854,2055,38.547
Medium_variant,854,2056,39.147
Medium_variant,854,2057,39.765
Medium_variant,854,2058,40.406
Medium_variant,854,2059,41.07
Medium_variant,854,2060,41.755
Medium_variant,854,2061,42.459
Medium_variant,854,2062,43.186
Medium_variant,854,2063,43.941
Medium_variant,854,2064,44.722
Medium_variant,854,2065,45.533
Medium_variant,854,2066,46.37
Medium_variant,854,2067,47.226
Medium_variant,854,2068,48.093
Medium_variant,854,2069,48.971
Medium_variant,854,2070,49.867
Medium_variant,854,2071,50.792
Medium_variant,854,2072,51.77
Medium_variant,854,2073,52.823
Medium_variant,854,2074,53.955
Medium_variant,854,2075,55.152
Medium_variant,854,2076,56.392
Medium_variant,854,2077,57.652
Medium_variant,854,2078,58.912
Medium_variant,854,2079,60.171
Medium_variant,854,2080,61.444
Medium_variant,854,2081,62.758
Medium_variant,854,2082,64.142
Medium_variant,854,2083,65.616
Medium_variant,854,2084,67.188
Medium_variant,854,2085,68.843
Medium_variant,854,2086,70.557
Medium_variant,854,2087,72.29
Medium_variant,854,2088,74.011
Medium_variant,854,2089,75.714
Medium_variant,854,2090,77.432
Medium_variant,854,2091,79.21
Medium_variant,854,2092,81.086
Medium_variant,854,2093,83.087
Medium_variant,854,2094,85.219
Medium_variant,854,2095,87.478
Medium_variant,854,2096,89.853
Medium_variant,854,2097,92.326
Medium_variant,854,2098,94.876
Medium_variant,854,2099,97.477
