country,variant,freq,year,meanageforchildbearing
705,Estimates,5yearly,1950,29.709
705,Estimates,5yearly,1955,28.551
705,Estimates,5yearly,1960,27.536
705,Estimates,5yearly,1965,26.925
705,Estimates,5yearly,1970,26.225
705,Estimates,5yearly,1975,25.644
705,Estimates,5yearly,1980,25.525
705,Estimates,5yearly,1985,25.545
705,Estimates,5yearly,1990,26.197
705,Estimates,5yearly,1995,27.555
705,Estimates,5yearly,2000,28.802
705,Estimates,5yearly,2005,29.755
705,Estimates,5yearly,2010,30.134
705,Medium_variant,5yearly,2015,31.198
705,Medium_variant,5yearly,2020,31.51
705,Medium_variant,5yearly,2025,31.678
705,Medium_variant,5yearly,2030,31.707
705,Medium_variant,5yearly,2035,31.707
705,Medium_variant,5yearly,2040,31.707
705,Medium_variant,5yearly,2045,31.707
705,Medium_variant,5yearly,2050,31.707
705,Medium_variant,5yearly,2055,31.707
705,Medium_variant,5yearly,2060,31.707
705,Medium_variant,5yearly,2065,31.707
705,Medium_variant,5yearly,2070,31.707
705,Medium_variant,5yearly,2075,31.707
705,Medium_variant,5yearly,2080,31.707
705,Medium_variant,5yearly,2085,31.707
705,Medium_variant,5yearly,2090,31.707
705,Medium_variant,5yearly,2095,31.707
