country,variant,freq,year,meanageforchildbearing
232,estimates,5yearly,1950,30.89
232,estimates,5yearly,1955,30.89
232,estimates,5yearly,1960,30.89
232,estimates,5yearly,1965,30.89
232,estimates,5yearly,1970,30.89
232,estimates,5yearly,1975,30.89
232,estimates,5yearly,1980,30.89
232,estimates,5yearly,1985,30.638
232,estimates,5yearly,1990,30.385
232,estimates,5yearly,1995,30.133
232,estimates,5yearly,2000,29.988
232,estimates,5yearly,2005,29.773
232,estimates,5yearly,2010,29.671
232,medium_variant,5yearly,2015,29.438
232,medium_variant,5yearly,2020,29.354
232,medium_variant,5yearly,2025,29.289
232,medium_variant,5yearly,2030,29.241
232,medium_variant,5yearly,2035,29.208
232,medium_variant,5yearly,2040,29.189
232,medium_variant,5yearly,2045,29.184
232,medium_variant,5yearly,2050,29.19
232,medium_variant,5yearly,2055,29.207
232,medium_variant,5yearly,2060,29.235
232,medium_variant,5yearly,2065,29.274
232,medium_variant,5yearly,2070,29.322
232,medium_variant,5yearly,2075,29.379
232,medium_variant,5yearly,2080,29.444
232,medium_variant,5yearly,2085,29.522
232,medium_variant,5yearly,2090,29.604
232,medium_variant,5yearly,2095,29.693
