country,variant,freq,year,meanageforchildbearing
208,Estimates,5yearly,1950,27.545
208,Estimates,5yearly,1955,27.113
208,Estimates,5yearly,1960,26.847
208,Estimates,5yearly,1965,26.592
208,Estimates,5yearly,1970,26.644
208,Estimates,5yearly,1975,26.626
208,Estimates,5yearly,1980,27.258
208,Estimates,5yearly,1985,28.142
208,Estimates,5yearly,1990,28.855
208,Estimates,5yearly,1995,29.462
208,Estimates,5yearly,2000,29.969
208,Estimates,5yearly,2005,30.411
208,Estimates,5yearly,2010,30.72
208,Medium_variant,5yearly,2015,31.203
208,Medium_variant,5yearly,2020,31.241
208,Medium_variant,5yearly,2025,31.241
208,Medium_variant,5yearly,2030,31.241
208,Medium_variant,5yearly,2035,31.241
208,Medium_variant,5yearly,2040,31.241
208,Medium_variant,5yearly,2045,31.241
208,Medium_variant,5yearly,2050,31.241
208,Medium_variant,5yearly,2055,31.241
208,Medium_variant,5yearly,2060,31.241
208,Medium_variant,5yearly,2065,31.241
208,Medium_variant,5yearly,2070,31.241
208,Medium_variant,5yearly,2075,31.241
208,Medium_variant,5yearly,2080,31.241
208,Medium_variant,5yearly,2085,31.241
208,Medium_variant,5yearly,2090,31.241
208,Medium_variant,5yearly,2095,31.241
