variant,region,year,totalsurvivors_under_one_yearage
estimates,957,1950,10.554
estimates,957,1951,10.685
estimates,957,1952,10.949
estimates,957,1953,11.221
estimates,957,1954,11.488
estimates,957,1955,11.766
estimates,957,1956,12.043
estimates,957,1957,12.32
estimates,957,1958,12.599
estimates,957,1959,12.875
estimates,957,1960,13.142
estimates,957,1961,13.402
estimates,957,1962,13.647
estimates,957,1963,13.87
estimates,957,1964,14.072
estimates,957,1965,14.242
estimates,957,1966,14.367
estimates,957,1967,14.452
estimates,957,1968,14.505
estimates,957,1969,14.527
estimates,957,1970,14.526
estimates,957,1971,14.519
estimates,957,1972,14.516
estimates,957,1973,14.527
estimates,957,1974,14.564
estimates,957,1975,14.632
estimates,957,1976,14.734
estimates,957,1977,14.864
estimates,957,1978,15.016
estimates,957,1979,15.19
estimates,957,1980,15.375
estimates,957,1981,15.572
estimates,957,1982,15.777
estimates,957,1983,15.972
estimates,957,1984,16.158
estimates,957,1985,16.316
estimates,957,1986,16.443
estimates,957,1987,16.526
estimates,957,1988,16.567
estimates,957,1989,16.564
estimates,957,1990,16.519
estimates,957,1991,16.431
estimates,957,1992,16.318
estimates,957,1993,16.187
estimates,957,1994,16.042
estimates,957,1995,15.896
estimates,957,1996,15.756
estimates,957,1997,15.62
estimates,957,1998,15.491
estimates,957,1999,15.377
estimates,957,2000,15.276
estimates,957,2001,15.195
estimates,957,2002,15.126
estimates,957,2003,15.061
estimates,957,2004,15.004
estimates,957,2005,14.943
estimates,957,2006,14.874
estimates,957,2007,14.788
estimates,957,2008,14.688
estimates,957,2009,14.568
estimates,957,2010,14.438
estimates,957,2011,14.3
estimates,957,2012,14.161
estimates,957,2013,14.028
estimates,957,2014,13.906
estimates,957,2015,13.798
medium_variant,957,2015,13.798
medium_variant,957,2016,13.707
medium_variant,957,2017,13.629
medium_variant,957,2018,13.564
medium_variant,957,2019,13.513
medium_variant,957,2020,13.471
medium_variant,957,2021,13.438
medium_variant,957,2022,13.407
medium_variant,957,2023,13.382
medium_variant,957,2024,13.355
medium_variant,957,2025,13.331
medium_variant,957,2026,13.304
medium_variant,957,2027,13.279
medium_variant,957,2028,13.259
medium_variant,957,2029,13.235
medium_variant,957,2030,13.213
medium_variant,957,2031,13.188
medium_variant,957,2032,13.162
medium_variant,957,2033,13.128
medium_variant,957,2034,13.085
medium_variant,957,2035,13.037
medium_variant,957,2036,12.979
medium_variant,957,2037,12.916
medium_variant,957,2038,12.848
medium_variant,957,2039,12.77
medium_variant,957,2040,12.689
medium_variant,957,2041,12.605
medium_variant,957,2042,12.513
medium_variant,957,2043,12.419
medium_variant,957,2044,12.323
medium_variant,957,2045,12.229
medium_variant,957,2046,12.135
medium_variant,957,2047,12.041
medium_variant,957,2048,11.951
medium_variant,957,2049,11.864
medium_variant,957,2050,11.783
medium_variant,957,2051,11.706
medium_variant,957,2052,11.632
medium_variant,957,2053,11.564
medium_variant,957,2054,11.498
medium_variant,957,2055,11.436
medium_variant,957,2056,11.379
medium_variant,957,2057,11.325
medium_variant,957,2058,11.273
medium_variant,957,2059,11.222
medium_variant,957,2060,11.17
medium_variant,957,2061,11.118
medium_variant,957,2062,11.068
medium_variant,957,2063,11.012
medium_variant,957,2064,10.955
medium_variant,957,2065,10.892
medium_variant,957,2066,10.825
medium_variant,957,2067,10.756
medium_variant,957,2068,10.676
medium_variant,957,2069,10.596
medium_variant,957,2070,10.514
medium_variant,957,2071,10.422
medium_variant,957,2072,10.329
medium_variant,957,2073,10.235
medium_variant,957,2074,10.137
medium_variant,957,2075,10.042
medium_variant,957,2076,9.943
medium_variant,957,2077,9.846
medium_variant,957,2078,9.75
medium_variant,957,2079,9.659
medium_variant,957,2080,9.573
medium_variant,957,2081,9.487
medium_variant,957,2082,9.404
medium_variant,957,2083,9.325
medium_variant,957,2084,9.25
medium_variant,957,2085,9.175
medium_variant,957,2086,9.105
medium_variant,957,2087,9.043
medium_variant,957,2088,8.979
medium_variant,957,2089,8.919
medium_variant,957,2090,8.859
medium_variant,957,2091,8.804
medium_variant,957,2092,8.746
medium_variant,957,2093,8.689
medium_variant,957,2094,8.631
medium_variant,957,2095,8.577
medium_variant,957,2096,8.517
medium_variant,957,2097,8.463
medium_variant,957,2098,8.407
medium_variant,957,2099,8.349
