variant,country,year,totalsurvivors_under_one_yearage
estimates,862,1950,233.376
estimates,862,1951,237.367
estimates,862,1952,245.934
estimates,862,1953,255.652
estimates,862,1954,266.534
estimates,862,1955,278.571
estimates,862,1956,291.687
estimates,862,1957,305.754
estimates,862,1958,320.519
estimates,862,1959,335.543
estimates,862,1960,350.289
estimates,862,1961,364.174
estimates,862,1962,376.587
estimates,862,1963,387.064
estimates,862,1964,395.384
estimates,862,1965,401.366
estimates,862,1966,405.02
estimates,862,1967,406.925
estimates,862,1968,407.782
estimates,862,1969,408.177
estimates,862,1970,408.881
estimates,862,1971,410.649
estimates,862,1972,413.877
estimates,862,1973,418.794
estimates,862,1974,425.502
estimates,862,1975,433.825
estimates,862,1976,443.328
estimates,862,1977,453.339
estimates,862,1978,463.309
estimates,862,1979,473.005
estimates,862,1980,482.48
estimates,862,1981,492.008
estimates,862,1982,501.86
estimates,862,1983,512.085
estimates,862,1984,522.443
estimates,862,1985,532.453
estimates,862,1986,541.523
estimates,862,1987,549.187
estimates,862,1988,555.154
estimates,862,1989,559.356
estimates,862,1990,561.87
estimates,862,1991,562.959
estimates,862,1992,563.167
estimates,862,1993,563.017
estimates,862,1994,562.838
estimates,862,1995,562.929
estimates,862,1996,563.481
estimates,862,1997,564.46
estimates,862,1998,565.826
estimates,862,1999,567.601
estimates,862,2000,569.76
estimates,862,2001,572.221
estimates,862,2002,574.822
estimates,862,2003,577.407
estimates,862,2004,579.886
estimates,862,2005,582.201
estimates,862,2006,584.335
estimates,862,2007,586.305
estimates,862,2008,588.098
estimates,862,2009,589.664
estimates,862,2010,590.937
estimates,862,2011,591.862
estimates,862,2012,592.411
estimates,862,2013,592.568
estimates,862,2014,592.327
estimates,862,2015,591.682
medium_variant,862,2015,591.682
medium_variant,862,2016,590.642
medium_variant,862,2017,589.26
medium_variant,862,2018,587.594
medium_variant,862,2019,585.696
medium_variant,862,2020,583.61
medium_variant,862,2021,581.372
medium_variant,862,2022,579.006
medium_variant,862,2023,576.549
medium_variant,862,2024,574.04
medium_variant,862,2025,571.51
medium_variant,862,2026,568.973
medium_variant,862,2027,566.429
medium_variant,862,2028,563.876
medium_variant,862,2029,561.327
medium_variant,862,2030,558.791
medium_variant,862,2031,556.273
medium_variant,862,2032,553.767
medium_variant,862,2033,551.268
medium_variant,862,2034,548.772
medium_variant,862,2035,546.275
medium_variant,862,2036,543.771
medium_variant,862,2037,541.256
medium_variant,862,2038,538.724
medium_variant,862,2039,536.173
medium_variant,862,2040,533.605
medium_variant,862,2041,531.025
medium_variant,862,2042,528.435
medium_variant,862,2043,525.837
medium_variant,862,2044,523.226
medium_variant,862,2045,520.592
medium_variant,862,2046,517.922
medium_variant,862,2047,515.209
medium_variant,862,2048,512.45
medium_variant,862,2049,509.649
medium_variant,862,2050,506.811
medium_variant,862,2051,503.943
medium_variant,862,2052,501.061
medium_variant,862,2053,498.183
medium_variant,862,2054,495.321
medium_variant,862,2055,492.489
medium_variant,862,2056,489.698
medium_variant,862,2057,486.95
medium_variant,862,2058,484.249
medium_variant,862,2059,481.598
medium_variant,862,2060,478.995
medium_variant,862,2061,476.437
medium_variant,862,2062,473.916
medium_variant,862,2063,471.429
medium_variant,862,2064,468.979
medium_variant,862,2065,466.574
medium_variant,862,2066,464.229
medium_variant,862,2067,461.95
medium_variant,862,2068,459.735
medium_variant,862,2069,457.58
medium_variant,862,2070,455.477
medium_variant,862,2071,453.411
medium_variant,862,2072,451.365
medium_variant,862,2073,449.325
medium_variant,862,2074,447.281
medium_variant,862,2075,445.221
medium_variant,862,2076,443.139
medium_variant,862,2077,441.041
medium_variant,862,2078,438.935
medium_variant,862,2079,436.826
medium_variant,862,2080,434.724
medium_variant,862,2081,432.643
medium_variant,862,2082,430.592
medium_variant,862,2083,428.576
medium_variant,862,2084,426.595
medium_variant,862,2085,424.64
medium_variant,862,2086,422.694
medium_variant,862,2087,420.747
medium_variant,862,2088,418.791
medium_variant,862,2089,416.832
medium_variant,862,2090,414.879
medium_variant,862,2091,412.948
medium_variant,862,2092,411.051
medium_variant,862,2093,409.205
medium_variant,862,2094,407.42
medium_variant,862,2095,405.703
medium_variant,862,2096,404.058
medium_variant,862,2097,402.486
medium_variant,862,2098,400.991
medium_variant,862,2099,399.569
