variant,country,year,totalsurvivors_under_one_yearage
estimates,242,1950,12.091
estimates,242,1951,12.494
estimates,242,1952,13.267
estimates,242,1953,13.974
estimates,242,1954,14.613
estimates,242,1955,15.184
estimates,242,1956,15.684
estimates,242,1957,16.114
estimates,242,1958,16.472
estimates,242,1959,16.757
estimates,242,1960,16.963
estimates,242,1961,17.094
estimates,242,1962,17.152
estimates,242,1963,17.15
estimates,242,1964,17.104
estimates,242,1965,17.029
estimates,242,1966,16.945
estimates,242,1967,16.87
estimates,242,1968,16.822
estimates,242,1969,16.822
estimates,242,1970,16.891
estimates,242,1971,17.047
estimates,242,1972,17.285
estimates,242,1973,17.599
estimates,242,1974,17.98
estimates,242,1975,18.418
estimates,242,1976,18.906
estimates,242,1977,19.418
estimates,242,1978,19.928
estimates,242,1979,20.408
estimates,242,1980,20.823
estimates,242,1981,21.136
estimates,242,1982,21.34
estimates,242,1983,21.433
estimates,242,1984,21.423
estimates,242,1985,21.332
estimates,242,1986,21.191
estimates,242,1987,21.038
estimates,242,1988,20.904
estimates,242,1989,20.8
estimates,242,1990,20.728
estimates,242,1991,20.675
estimates,242,1992,20.618
estimates,242,1993,20.539
estimates,242,1994,20.436
estimates,242,1995,20.308
estimates,242,1996,20.161
estimates,242,1997,20.005
estimates,242,1998,19.849
estimates,242,1999,19.696
estimates,242,2000,19.548
estimates,242,2001,19.408
estimates,242,2002,19.271
estimates,242,2003,19.135
estimates,242,2004,18.999
estimates,242,2005,18.866
estimates,242,2006,18.735
estimates,242,2007,18.606
estimates,242,2008,18.477
estimates,242,2009,18.345
estimates,242,2010,18.206
estimates,242,2011,18.055
estimates,242,2012,17.887
estimates,242,2013,17.701
estimates,242,2014,17.501
estimates,242,2015,17.288
medium_variant,242,2015,17.288
medium_variant,242,2016,17.066
medium_variant,242,2017,16.843
medium_variant,242,2018,16.623
medium_variant,242,2019,16.413
medium_variant,242,2020,16.216
medium_variant,242,2021,16.035
medium_variant,242,2022,15.871
medium_variant,242,2023,15.72
medium_variant,242,2024,15.584
medium_variant,242,2025,15.461
medium_variant,242,2026,15.351
medium_variant,242,2027,15.249
medium_variant,242,2028,15.154
medium_variant,242,2029,15.061
medium_variant,242,2030,14.969
medium_variant,242,2031,14.874
medium_variant,242,2032,14.775
medium_variant,242,2033,14.671
medium_variant,242,2034,14.562
medium_variant,242,2035,14.445
medium_variant,242,2036,14.321
medium_variant,242,2037,14.189
medium_variant,242,2038,14.054
medium_variant,242,2039,13.913
medium_variant,242,2040,13.769
medium_variant,242,2041,13.622
medium_variant,242,2042,13.47
medium_variant,242,2043,13.317
medium_variant,242,2044,13.163
medium_variant,242,2045,13.008
medium_variant,242,2046,12.853
medium_variant,242,2047,12.698
medium_variant,242,2048,12.542
medium_variant,242,2049,12.387
medium_variant,242,2050,12.231
medium_variant,242,2051,12.076
medium_variant,242,2052,11.922
medium_variant,242,2053,11.768
medium_variant,242,2054,11.615
medium_variant,242,2055,11.463
medium_variant,242,2056,11.314
medium_variant,242,2057,11.167
medium_variant,242,2058,11.024
medium_variant,242,2059,10.885
medium_variant,242,2060,10.75
medium_variant,242,2061,10.62
medium_variant,242,2062,10.492
medium_variant,242,2063,10.369
medium_variant,242,2064,10.249
medium_variant,242,2065,10.132
medium_variant,242,2066,10.016
medium_variant,242,2067,9.903
medium_variant,242,2068,9.792
medium_variant,242,2069,9.683
medium_variant,242,2070,9.574
medium_variant,242,2071,9.466
medium_variant,242,2072,9.357
medium_variant,242,2073,9.248
medium_variant,242,2074,9.139
medium_variant,242,2075,9.03
medium_variant,242,2076,8.921
medium_variant,242,2077,8.811
medium_variant,242,2078,8.702
medium_variant,242,2079,8.593
medium_variant,242,2080,8.485
medium_variant,242,2081,8.379
medium_variant,242,2082,8.273
medium_variant,242,2083,8.169
medium_variant,242,2084,8.066
medium_variant,242,2085,7.967
medium_variant,242,2086,7.868
medium_variant,242,2087,7.771
medium_variant,242,2088,7.676
medium_variant,242,2089,7.582
medium_variant,242,2090,7.491
medium_variant,242,2091,7.403
medium_variant,242,2092,7.316
medium_variant,242,2093,7.232
medium_variant,242,2094,7.151
medium_variant,242,2095,7.071
medium_variant,242,2096,6.995
medium_variant,242,2097,6.92
medium_variant,242,2098,6.849
medium_variant,242,2099,6.78
