variant,country,year,totalsurvivors_under_one_yearage
estimates,450,1950,164.212
estimates,450,1951,166.366
estimates,450,1952,170.72
estimates,450,1953,175.152
estimates,450,1954,179.66
estimates,450,1955,184.245
estimates,450,1956,188.904
estimates,450,1957,193.642
estimates,450,1958,198.468
estimates,450,1959,203.387
estimates,450,1960,208.418
estimates,450,1961,213.584
estimates,450,1962,218.921
estimates,450,1963,224.478
estimates,450,1964,230.316
estimates,450,1965,236.535
estimates,450,1966,243.241
estimates,450,1967,250.466
estimates,450,1968,258.192
estimates,450,1969,266.37
estimates,450,1970,274.993
estimates,450,1971,284.048
estimates,450,1972,293.387
estimates,450,1973,302.793
estimates,450,1974,312.025
estimates,450,1975,320.534
estimates,450,1976,327.707
estimates,450,1977,333.388
estimates,450,1978,337.742
estimates,450,1979,341.168
estimates,450,1980,344.549
estimates,450,1981,349.013
estimates,450,1982,355.475
estimates,450,1983,364.502
estimates,450,1984,376.201
estimates,450,1985,390.267
estimates,450,1986,406.009
estimates,450,1987,422.377
estimates,450,1988,438.522
estimates,450,1989,454.072
estimates,450,1990,468.954
estimates,450,1991,483.384
estimates,450,1992,497.79
estimates,450,1993,512.424
estimates,450,1994,527.213
estimates,450,1995,541.904
estimates,450,1996,556.142
estimates,450,1997,569.63
estimates,450,1998,582.187
estimates,450,1999,593.789
estimates,450,2000,604.478
estimates,450,2001,614.397
estimates,450,2002,623.915
estimates,450,2003,633.422
estimates,450,2004,643.215
estimates,450,2005,653.601
estimates,450,2006,664.816
estimates,450,2007,676.915
estimates,450,2008,689.927
estimates,450,2009,703.9
estimates,450,2010,718.86
estimates,450,2011,734.775
estimates,450,2012,751.443
estimates,450,2013,768.633
estimates,450,2014,786.164
estimates,450,2015,803.864
medium_variant,450,2015,803.864
medium_variant,450,2016,821.596
medium_variant,450,2017,839.26
medium_variant,450,2018,856.746
medium_variant,450,2019,873.929
medium_variant,450,2020,890.699
medium_variant,450,2021,906.998
medium_variant,450,2022,922.862
medium_variant,450,2023,938.328
medium_variant,450,2024,953.401
medium_variant,450,2025,968.086
medium_variant,450,2026,982.398
medium_variant,450,2027,996.395
medium_variant,450,2028,1010.144
medium_variant,450,2029,1023.713
medium_variant,450,2030,1037.154
medium_variant,450,2031,1050.507
medium_variant,450,2032,1063.801
medium_variant,450,2033,1077.075
medium_variant,450,2034,1090.377
medium_variant,450,2035,1103.77
medium_variant,450,2036,1117.304
medium_variant,450,2037,1130.974
medium_variant,450,2038,1144.761
medium_variant,450,2039,1158.643
medium_variant,450,2040,1172.589
medium_variant,450,2041,1186.56
medium_variant,450,2042,1200.487
medium_variant,450,2043,1214.298
medium_variant,450,2044,1227.931
medium_variant,450,2045,1241.345
medium_variant,450,2046,1254.518
medium_variant,450,2047,1267.447
medium_variant,450,2048,1280.108
medium_variant,450,2049,1292.46
medium_variant,450,2050,1304.452
medium_variant,450,2051,1316.044
medium_variant,450,2052,1327.219
medium_variant,450,2053,1337.971
medium_variant,450,2054,1348.297
medium_variant,450,2055,1358.188
medium_variant,450,2056,1367.649
medium_variant,450,2057,1376.717
medium_variant,450,2058,1385.444
medium_variant,450,2059,1393.878
medium_variant,450,2060,1402.085
medium_variant,450,2061,1410.128
medium_variant,450,2062,1418.039
medium_variant,450,2063,1425.836
medium_variant,450,2064,1433.521
medium_variant,450,2065,1441.083
medium_variant,450,2066,1448.486
medium_variant,450,2067,1455.671
medium_variant,450,2068,1462.583
medium_variant,450,2069,1469.192
medium_variant,450,2070,1475.485
medium_variant,450,2071,1481.464
medium_variant,450,2072,1487.142
medium_variant,450,2073,1492.515
medium_variant,450,2074,1497.567
medium_variant,450,2075,1502.26
medium_variant,450,2076,1506.553
medium_variant,450,2077,1510.429
medium_variant,450,2078,1513.883
medium_variant,450,2079,1516.925
medium_variant,450,2080,1519.576
medium_variant,450,2081,1521.87
medium_variant,450,2082,1523.853
medium_variant,450,2083,1525.568
medium_variant,450,2084,1527.041
medium_variant,450,2085,1528.3
medium_variant,450,2086,1529.354
medium_variant,450,2087,1530.19
medium_variant,450,2088,1530.794
medium_variant,450,2089,1531.159
medium_variant,450,2090,1531.271
medium_variant,450,2091,1531.117
medium_variant,450,2092,1530.681
medium_variant,450,2093,1529.953
medium_variant,450,2094,1528.918
medium_variant,450,2095,1527.574
medium_variant,450,2096,1525.916
medium_variant,450,2097,1523.942
medium_variant,450,2098,1521.651
medium_variant,450,2099,1519.043
