variant,country,year,totalfertility
estimates,862,1950,6.544
estimates,862,1951,6.513
estimates,862,1952,6.46
estimates,862,1953,6.427
estimates,862,1954,6.414
estimates,862,1955,6.419
estimates,862,1956,6.442
estimates,862,1957,6.48
estimates,862,1958,6.528
estimates,862,1959,6.576
estimates,862,1960,6.616
estimates,862,1961,6.637
estimates,862,1962,6.628
estimates,862,1963,6.581
estimates,862,1964,6.495
estimates,862,1965,6.368
estimates,862,1966,6.203
estimates,862,1967,6.014
estimates,862,1968,5.811
estimates,862,1969,5.605
estimates,862,1970,5.404
estimates,862,1971,5.219
estimates,862,1972,5.053
estimates,862,1973,4.905
estimates,862,1974,4.779
estimates,862,1975,4.67
estimates,862,1976,4.574
estimates,862,1977,4.483
estimates,862,1978,4.391
estimates,862,1979,4.296
estimates,862,1980,4.199
estimates,862,1981,4.104
estimates,862,1982,4.014
estimates,862,1983,3.933
estimates,862,1984,3.861
estimates,862,1985,3.794
estimates,862,1986,3.73
estimates,862,1987,3.665
estimates,862,1988,3.597
estimates,862,1989,3.524
estimates,862,1990,3.448
estimates,862,1991,3.37
estimates,862,1992,3.292
estimates,862,1993,3.218
estimates,862,1994,3.147
estimates,862,1995,3.082
estimates,862,1996,3.022
estimates,862,1997,2.967
estimates,862,1998,2.915
estimates,862,1999,2.867
estimates,862,2000,2.822
estimates,862,2001,2.779
estimates,862,2002,2.739
estimates,862,2003,2.701
estimates,862,2004,2.664
estimates,862,2005,2.629
estimates,862,2006,2.595
estimates,862,2007,2.562
estimates,862,2008,2.531
estimates,862,2009,2.501
estimates,862,2010,2.472
estimates,862,2011,2.444
estimates,862,2012,2.417
estimates,862,2013,2.391
estimates,862,2014,2.365
estimates,862,2015,2.34
medium_variant,862,2015,2.34
medium_variant,862,2016,2.316
medium_variant,862,2017,2.292
medium_variant,862,2018,2.269
medium_variant,862,2019,2.246
medium_variant,862,2020,2.224
medium_variant,862,2021,2.203
medium_variant,862,2022,2.182
medium_variant,862,2023,2.161
medium_variant,862,2024,2.142
medium_variant,862,2025,2.123
medium_variant,862,2026,2.105
medium_variant,862,2027,2.087
medium_variant,862,2028,2.07
medium_variant,862,2029,2.054
medium_variant,862,2030,2.038
medium_variant,862,2031,2.022
medium_variant,862,2032,2.008
medium_variant,862,2033,1.993
medium_variant,862,2034,1.98
medium_variant,862,2035,1.966
medium_variant,862,2036,1.954
medium_variant,862,2037,1.942
medium_variant,862,2038,1.93
medium_variant,862,2039,1.919
medium_variant,862,2040,1.909
medium_variant,862,2041,1.9
medium_variant,862,2042,1.891
medium_variant,862,2043,1.882
medium_variant,862,2044,1.875
medium_variant,862,2045,1.867
medium_variant,862,2046,1.861
medium_variant,862,2047,1.855
medium_variant,862,2048,1.849
medium_variant,862,2049,1.843
medium_variant,862,2050,1.838
medium_variant,862,2051,1.833
medium_variant,862,2052,1.828
medium_variant,862,2053,1.824
medium_variant,862,2054,1.82
medium_variant,862,2055,1.816
medium_variant,862,2056,1.812
medium_variant,862,2057,1.809
medium_variant,862,2058,1.806
medium_variant,862,2059,1.804
medium_variant,862,2060,1.801
medium_variant,862,2061,1.799
medium_variant,862,2062,1.797
medium_variant,862,2063,1.795
medium_variant,862,2064,1.793
medium_variant,862,2065,1.792
medium_variant,862,2066,1.791
medium_variant,862,2067,1.79
medium_variant,862,2068,1.789
medium_variant,862,2069,1.789
medium_variant,862,2070,1.788
medium_variant,862,2071,1.788
medium_variant,862,2072,1.789
medium_variant,862,2073,1.789
medium_variant,862,2074,1.789
medium_variant,862,2075,1.789
medium_variant,862,2076,1.789
medium_variant,862,2077,1.789
medium_variant,862,2078,1.79
medium_variant,862,2079,1.79
medium_variant,862,2080,1.79
medium_variant,862,2081,1.79
medium_variant,862,2082,1.791
medium_variant,862,2083,1.791
medium_variant,862,2084,1.792
medium_variant,862,2085,1.793
medium_variant,862,2086,1.794
medium_variant,862,2087,1.794
medium_variant,862,2088,1.795
medium_variant,862,2089,1.795
medium_variant,862,2090,1.796
medium_variant,862,2091,1.796
medium_variant,862,2092,1.797
medium_variant,862,2093,1.797
medium_variant,862,2094,1.798
medium_variant,862,2095,1.799
medium_variant,862,2096,1.8
medium_variant,862,2097,1.801
medium_variant,862,2098,1.803
medium_variant,862,2099,1.805
