variant,country,year,totalfertility
estimates,516,1950,5.962
estimates,516,1951,5.971
estimates,516,1952,5.99
estimates,516,1953,6.009
estimates,516,1954,6.029
estimates,516,1955,6.049
estimates,516,1956,6.069
estimates,516,1957,6.09
estimates,516,1958,6.11
estimates,516,1959,6.13
estimates,516,1960,6.15
estimates,516,1961,6.167
estimates,516,1962,6.184
estimates,516,1963,6.199
estimates,516,1964,6.216
estimates,516,1965,6.236
estimates,516,1966,6.263
estimates,516,1967,6.301
estimates,516,1968,6.347
estimates,516,1969,6.401
estimates,516,1970,6.459
estimates,516,1971,6.517
estimates,516,1972,6.57
estimates,516,1973,6.613
estimates,516,1974,6.642
estimates,516,1975,6.654
estimates,516,1976,6.647
estimates,516,1977,6.622
estimates,516,1978,6.581
estimates,516,1979,6.524
estimates,516,1980,6.451
estimates,516,1981,6.362
estimates,516,1982,6.259
estimates,516,1983,6.145
estimates,516,1984,6.022
estimates,516,1985,5.893
estimates,516,1986,5.76
estimates,516,1987,5.625
estimates,516,1988,5.491
estimates,516,1989,5.358
estimates,516,1990,5.227
estimates,516,1991,5.098
estimates,516,1992,4.97
estimates,516,1993,4.842
estimates,516,1994,4.715
estimates,516,1995,4.589
estimates,516,1996,4.466
estimates,516,1997,4.345
estimates,516,1998,4.229
estimates,516,1999,4.119
estimates,516,2000,4.018
estimates,516,2001,3.926
estimates,516,2002,3.844
estimates,516,2003,3.773
estimates,516,2004,3.714
estimates,516,2005,3.667
estimates,516,2006,3.635
estimates,516,2007,3.616
estimates,516,2008,3.608
estimates,516,2009,3.606
estimates,516,2010,3.605
estimates,516,2011,3.6
estimates,516,2012,3.586
estimates,516,2013,3.56
estimates,516,2014,3.522
estimates,516,2015,3.473
medium_variant,516,2015,3.473
medium_variant,516,2016,3.415
medium_variant,516,2017,3.354
medium_variant,516,2018,3.294
medium_variant,516,2019,3.238
medium_variant,516,2020,3.186
medium_variant,516,2021,3.138
medium_variant,516,2022,3.093
medium_variant,516,2023,3.05
medium_variant,516,2024,3.009
medium_variant,516,2025,2.969
medium_variant,516,2026,2.93
medium_variant,516,2027,2.893
medium_variant,516,2028,2.857
medium_variant,516,2029,2.823
medium_variant,516,2030,2.789
medium_variant,516,2031,2.757
medium_variant,516,2032,2.726
medium_variant,516,2033,2.696
medium_variant,516,2034,2.667
medium_variant,516,2035,2.639
medium_variant,516,2036,2.611
medium_variant,516,2037,2.584
medium_variant,516,2038,2.558
medium_variant,516,2039,2.532
medium_variant,516,2040,2.507
medium_variant,516,2041,2.483
medium_variant,516,2042,2.46
medium_variant,516,2043,2.437
medium_variant,516,2044,2.414
medium_variant,516,2045,2.392
medium_variant,516,2046,2.371
medium_variant,516,2047,2.35
medium_variant,516,2048,2.33
medium_variant,516,2049,2.31
medium_variant,516,2050,2.291
medium_variant,516,2051,2.272
medium_variant,516,2052,2.254
medium_variant,516,2053,2.236
medium_variant,516,2054,2.219
medium_variant,516,2055,2.202
medium_variant,516,2056,2.186
medium_variant,516,2057,2.17
medium_variant,516,2058,2.154
medium_variant,516,2059,2.138
medium_variant,516,2060,2.122
medium_variant,516,2061,2.107
medium_variant,516,2062,2.092
medium_variant,516,2063,2.078
medium_variant,516,2064,2.064
medium_variant,516,2065,2.051
medium_variant,516,2066,2.039
medium_variant,516,2067,2.027
medium_variant,516,2068,2.016
medium_variant,516,2069,2.006
medium_variant,516,2070,1.996
medium_variant,516,2071,1.986
medium_variant,516,2072,1.977
medium_variant,516,2073,1.969
medium_variant,516,2074,1.961
medium_variant,516,2075,1.953
medium_variant,516,2076,1.946
medium_variant,516,2077,1.939
medium_variant,516,2078,1.932
medium_variant,516,2079,1.926
medium_variant,516,2080,1.92
medium_variant,516,2081,1.915
medium_variant,516,2082,1.909
medium_variant,516,2083,1.904
medium_variant,516,2084,1.899
medium_variant,516,2085,1.895
medium_variant,516,2086,1.89
medium_variant,516,2087,1.886
medium_variant,516,2088,1.882
medium_variant,516,2089,1.878
medium_variant,516,2090,1.874
medium_variant,516,2091,1.871
medium_variant,516,2092,1.867
medium_variant,516,2093,1.864
medium_variant,516,2094,1.861
medium_variant,516,2095,1.858
medium_variant,516,2096,1.856
medium_variant,516,2097,1.853
medium_variant,516,2098,1.851
medium_variant,516,2099,1.848
