variant,country,year,totalfertility
estimates,422,1950,5.76
estimates,422,1951,5.753
estimates,422,1952,5.741
estimates,422,1953,5.733
estimates,422,1954,5.729
estimates,422,1955,5.729
estimates,422,1956,5.732
estimates,422,1957,5.736
estimates,422,1958,5.741
estimates,422,1959,5.743
estimates,422,1960,5.739
estimates,422,1961,5.724
estimates,422,1962,5.694
estimates,422,1963,5.647
estimates,422,1964,5.583
estimates,422,1965,5.501
estimates,422,1966,5.403
estimates,422,1967,5.295
estimates,422,1968,5.181
estimates,422,1969,5.064
estimates,422,1970,4.948
estimates,422,1971,4.836
estimates,422,1972,4.73
estimates,422,1973,4.629
estimates,422,1974,4.534
estimates,422,1975,4.444
estimates,422,1976,4.357
estimates,422,1977,4.271
estimates,422,1978,4.182
estimates,422,1979,4.092
estimates,422,1980,3.997
estimates,422,1981,3.898
estimates,422,1982,3.796
estimates,422,1983,3.692
estimates,422,1984,3.587
estimates,422,1985,3.482
estimates,422,1986,3.379
estimates,422,1987,3.279
estimates,422,1988,3.182
estimates,422,1989,3.09
estimates,422,1990,3.002
estimates,422,1991,2.919
estimates,422,1992,2.841
estimates,422,1993,2.765
estimates,422,1994,2.691
estimates,422,1995,2.617
estimates,422,1996,2.543
estimates,422,1997,2.468
estimates,422,1998,2.39
estimates,422,1999,2.31
estimates,422,2000,2.225
estimates,422,2001,2.134
estimates,422,2002,2.037
estimates,422,2003,1.938
estimates,422,2004,1.839
estimates,422,2005,1.75
estimates,422,2006,1.678
estimates,422,2007,1.627
estimates,422,2008,1.601
estimates,422,2009,1.598
estimates,422,2010,1.613
estimates,422,2011,1.641
estimates,422,2012,1.671
estimates,422,2013,1.697
estimates,422,2014,1.714
estimates,422,2015,1.722
medium_variant,422,2015,1.722
medium_variant,422,2016,1.722
medium_variant,422,2017,1.718
medium_variant,422,2018,1.713
medium_variant,422,2019,1.709
medium_variant,422,2020,1.707
medium_variant,422,2021,1.705
medium_variant,422,2022,1.705
medium_variant,422,2023,1.704
medium_variant,422,2024,1.704
medium_variant,422,2025,1.703
medium_variant,422,2026,1.703
medium_variant,422,2027,1.703
medium_variant,422,2028,1.703
medium_variant,422,2029,1.704
medium_variant,422,2030,1.704
medium_variant,422,2031,1.705
medium_variant,422,2032,1.705
medium_variant,422,2033,1.706
medium_variant,422,2034,1.707
medium_variant,422,2035,1.708
medium_variant,422,2036,1.709
medium_variant,422,2037,1.71
medium_variant,422,2038,1.711
medium_variant,422,2039,1.712
medium_variant,422,2040,1.712
medium_variant,422,2041,1.713
medium_variant,422,2042,1.715
medium_variant,422,2043,1.716
medium_variant,422,2044,1.717
medium_variant,422,2045,1.719
medium_variant,422,2046,1.72
medium_variant,422,2047,1.722
medium_variant,422,2048,1.724
medium_variant,422,2049,1.726
medium_variant,422,2050,1.728
medium_variant,422,2051,1.73
medium_variant,422,2052,1.731
medium_variant,422,2053,1.733
medium_variant,422,2054,1.735
medium_variant,422,2055,1.737
medium_variant,422,2056,1.739
medium_variant,422,2057,1.741
medium_variant,422,2058,1.743
medium_variant,422,2059,1.745
medium_variant,422,2060,1.747
medium_variant,422,2061,1.749
medium_variant,422,2062,1.751
medium_variant,422,2063,1.753
medium_variant,422,2064,1.755
medium_variant,422,2065,1.757
medium_variant,422,2066,1.759
medium_variant,422,2067,1.761
medium_variant,422,2068,1.763
medium_variant,422,2069,1.765
medium_variant,422,2070,1.767
medium_variant,422,2071,1.769
medium_variant,422,2072,1.77
medium_variant,422,2073,1.772
medium_variant,422,2074,1.774
medium_variant,422,2075,1.775
medium_variant,422,2076,1.777
medium_variant,422,2077,1.778
medium_variant,422,2078,1.78
medium_variant,422,2079,1.782
medium_variant,422,2080,1.783
medium_variant,422,2081,1.785
medium_variant,422,2082,1.787
medium_variant,422,2083,1.788
medium_variant,422,2084,1.79
medium_variant,422,2085,1.791
medium_variant,422,2086,1.792
medium_variant,422,2087,1.794
medium_variant,422,2088,1.795
medium_variant,422,2089,1.797
medium_variant,422,2090,1.798
medium_variant,422,2091,1.799
medium_variant,422,2092,1.801
medium_variant,422,2093,1.802
medium_variant,422,2094,1.803
medium_variant,422,2095,1.804
medium_variant,422,2096,1.805
medium_variant,422,2097,1.806
medium_variant,422,2098,1.807
medium_variant,422,2099,1.808
