country,variant,freq,year,netmigrationrateper1000pop
308,estimates,5yearly,1950,-14.158
308,estimates,5yearly,1955,-12.218
308,estimates,5yearly,1960,-19.449
308,estimates,5yearly,1965,-19.722
308,estimates,5yearly,1970,-24.456
308,estimates,5yearly,1975,-28.364
308,estimates,5yearly,1980,-0.61
308,estimates,5yearly,1985,-30.584
308,estimates,5yearly,1990,-7.984
308,estimates,5yearly,1995,-9.733
308,estimates,5yearly,2000,-8.079
308,estimates,5yearly,2005,-8.234
308,estimates,5yearly,2010,-8.083
308,medium_variant,5yearly,2015,-6.477
308,medium_variant,5yearly,2020,-5.432
308,medium_variant,5yearly,2025,-5.009
308,medium_variant,5yearly,2030,-4.449
308,medium_variant,5yearly,2035,-4.452
308,medium_variant,5yearly,2040,-4.463
308,medium_variant,5yearly,2045,-4.509
308,medium_variant,5yearly,2050,-4.357
308,medium_variant,5yearly,2055,-4.223
308,medium_variant,5yearly,2060,-4.112
308,medium_variant,5yearly,2065,-4.016
308,medium_variant,5yearly,2070,-3.932
308,medium_variant,5yearly,2075,-3.842
308,medium_variant,5yearly,2080,-3.742
308,medium_variant,5yearly,2085,-3.64
308,medium_variant,5yearly,2090,-3.529
308,medium_variant,5yearly,2095,-3.38
