agebroad,gender,percentagetotalpopulation,region,variant,year
0,female,2.251,927,estimates,1950
0_1,female,4.697,927,estimates,1950
0_4,female,10.927,927,estimates,1950
0_14,female,26.717,927,estimates,1950
0_17,female,30.683,927,estimates,1950
0_19,female,33.415,927,estimates,1950
0_24,female,40.992,927,estimates,1950
3_4,female,4.05,927,estimates,1950
3_5,female,5.934,927,estimates,1950
3_6,female,7.731,927,estimates,1950
4_5,female,3.859,927,estimates,1950
4_6,female,5.656,927,estimates,1950
5_14,female,15.791,927,estimates,1950
5_10,female,10.142,927,estimates,1950
5_11,female,11.613,927,estimates,1950
6_9,female,6.738,927,estimates,1950
6_10,female,8.259,927,estimates,1950
6_11,female,9.73,927,estimates,1950
6_12,female,11.157,927,estimates,1950
7_10,female,6.462,927,estimates,1950
7_12,female,9.36,927,estimates,1950
11_16,female,8.3,927,estimates,1950
11_17,female,9.615,927,estimates,1950
11_18,female,10.957,927,estimates,1950
12_14,female,4.178,927,estimates,1950
12_16,female,6.829,927,estimates,1950
12_17,female,8.144,927,estimates,1950
12_18,female,9.486,927,estimates,1950
13_17,female,6.716,927,estimates,1950
13_18,female,8.059,927,estimates,1950
13_19,female,9.448,927,estimates,1950
15_17,female,3.966,927,estimates,1950
18_23,female,8.735,927,estimates,1950
15_24,female,14.275,927,estimates,1950
15_49,female,49.4,927,estimates,1950
15_59,female,59.818,927,estimates,1950
15_64,female,64.252,927,estimates,1950
20_64,female,57.555,927,estimates,1950
20_69,female,61.046,927,estimates,1950
25_49,female,35.125,927,estimates,1950
25_64,female,49.977,927,estimates,1950
25_69,female,53.469,927,estimates,1950
15plus,female,73.283,927,estimates,1950
16plus,female,71.947,927,estimates,1950
17plus,female,70.632,927,estimates,1950
18plus,female,69.317,927,estimates,1950
20plus,female,66.585,927,estimates,1950
21plus,female,65.15,927,estimates,1950
25plus,female,59.008,927,estimates,1950
50plus,female,23.883,927,estimates,1950
60plus,female,13.465,927,estimates,1950
65plus,female,9.03,927,estimates,1950
70plus,female,5.539,927,estimates,1950
75plus,female,2.994,927,estimates,1950
80plus,female,1.417,927,estimates,1950
85plus,female,0.528,927,estimates,1950
90plus,female,0.142,927,estimates,1950
total,female,100,927,estimates,1950
0,male,2.325,927,estimates,1950
0_1,male,4.869,927,estimates,1950
0_4,male,11.296,927,estimates,1950
0_14,male,27.42,927,estimates,1950
0_17,male,31.487,927,estimates,1950
0_19,male,34.308,927,estimates,1950
0_24,male,42.168,927,estimates,1950
3_4,male,4.174,927,estimates,1950
3_5,male,6.109,927,estimates,1950
3_6,male,7.951,927,estimates,1950
4_5,male,3.969,927,estimates,1950
4_6,male,5.811,927,estimates,1950
5_14,male,16.124,927,estimates,1950
5_10,male,10.373,927,estimates,1950
5_11,male,11.869,927,estimates,1950
6_9,male,6.89,927,estimates,1950
6_10,male,8.438,927,estimates,1950
6_11,male,9.935,927,estimates,1950
6_12,male,11.386,927,estimates,1950
7_10,male,6.596,927,estimates,1950
7_12,male,9.544,927,estimates,1950
11_16,male,8.466,927,estimates,1950
11_17,male,9.818,927,estimates,1950
11_18,male,11.203,927,estimates,1950
12_14,male,4.255,927,estimates,1950
12_16,male,6.97,927,estimates,1950
12_17,male,8.321,927,estimates,1950
12_18,male,9.706,927,estimates,1950
13_17,male,6.87,927,estimates,1950
13_18,male,8.255,927,estimates,1950
13_19,male,9.691,927,estimates,1950
15_17,male,4.067,927,estimates,1950
18_23,male,9.055,927,estimates,1950
15_24,male,14.748,927,estimates,1950
15_49,male,50.86,927,estimates,1950
15_59,male,60.762,927,estimates,1950
15_64,male,64.964,927,estimates,1950
20_64,male,58.075,927,estimates,1950
20_69,male,61.25,927,estimates,1950
25_49,male,36.112,927,estimates,1950
25_64,male,50.216,927,estimates,1950
25_69,male,53.39,927,estimates,1950
15plus,male,72.58,927,estimates,1950
16plus,male,71.213,927,estimates,1950
17plus,male,69.865,927,estimates,1950
18plus,male,68.513,927,estimates,1950
20plus,male,65.692,927,estimates,1950
21plus,male,64.203,927,estimates,1950
25plus,male,57.832,927,estimates,1950
50plus,male,21.72,927,estimates,1950
60plus,male,11.818,927,estimates,1950
65plus,male,7.616,927,estimates,1950
70plus,male,4.442,927,estimates,1950
75plus,male,2.292,927,estimates,1950
80plus,male,1.007,927,estimates,1950
85plus,male,0.36,927,estimates,1950
90plus,male,0.096,927,estimates,1950
total,male,100,927,estimates,1950
0,female,2.194,927,estimates,1951
0_1,female,4.609,927,estimates,1951
0_4,female,11.075,927,estimates,1951
0_14,female,27.257,927,estimates,1951
0_17,female,31.211,927,estimates,1951
0_19,female,33.836,927,estimates,1951
0_24,female,41.161,927,estimates,1951
3_4,female,4.21,927,estimates,1951
3_5,female,6.167,927,estimates,1951
