variant,continent,year,totalpopulationannualdoubletime
Estimates,903,1950,35.234
Estimates,903,1951,34.704
Estimates,903,1952,33.731
Estimates,903,1953,32.886
Estimates,903,1954,32.145
Estimates,903,1955,31.49
Estimates,903,1956,30.906
Estimates,903,1957,30.379
Estimates,903,1958,29.902
Estimates,903,1959,29.468
Estimates,903,1960,29.075
Estimates,903,1961,28.722
Estimates,903,1962,28.412
Estimates,903,1963,28.143
Estimates,903,1964,27.91
Estimates,903,1965,27.695
Estimates,903,1966,27.486
Estimates,903,1967,27.308
Estimates,903,1968,27.181
Estimates,903,1969,27.091
Estimates,903,1970,27.026
Estimates,903,1971,26.956
Estimates,903,1972,26.816
Estimates,903,1973,26.562
Estimates,903,1974,26.214
Estimates,903,1975,25.841
Estimates,903,1976,25.507
Estimates,903,1977,25.234
Estimates,903,1978,25.025
Estimates,903,1979,24.878
Estimates,903,1980,24.776
Estimates,903,1981,24.704
Estimates,903,1982,24.66
Estimates,903,1983,24.649
Estimates,903,1984,24.672
Estimates,903,1985,24.726
Estimates,903,1986,24.814
Estimates,903,1987,24.941
Estimates,903,1988,25.113
Estimates,903,1989,25.328
Estimates,903,1990,25.559
Estimates,903,1991,25.794
Estimates,903,1992,26.085
Estimates,903,1993,26.48
Estimates,903,1994,26.968
Estimates,903,1995,27.499
Estimates,903,1996,28.002
Estimates,903,1997,28.391
Estimates,903,1998,28.6
Estimates,903,1999,28.63
Estimates,903,2000,28.564
Estimates,903,2001,28.482
Estimates,903,2002,28.376
Estimates,903,2003,28.224
Estimates,903,2004,28.04
Estimates,903,2005,27.85
Estimates,903,2006,27.674
Estimates,903,2007,27.511
Estimates,903,2008,27.358
Estimates,903,2009,27.224
Estimates,903,2010,27.11
Estimates,903,2011,27.03
Estimates,903,2012,27.028
Estimates,903,2013,27.141
Estimates,903,2014,27.361
Estimates,903,2015,27.645
Medium_variant,903,2015,27.645
Medium_variant,903,2016,27.946
Medium_variant,903,2017,28.252
Medium_variant,903,2018,28.565
Medium_variant,903,2019,28.878
Medium_variant,903,2020,29.199
Medium_variant,903,2021,29.531
Medium_variant,903,2022,29.861
Medium_variant,903,2023,30.175
Medium_variant,903,2024,30.472
Medium_variant,903,2025,30.762
Medium_variant,903,2026,31.055
Medium_variant,903,2027,31.346
Medium_variant,903,2028,31.627
Medium_variant,903,2029,31.901
Medium_variant,903,2030,32.175
Medium_variant,903,2031,32.454
Medium_variant,903,2032,32.741
Medium_variant,903,2033,33.034
Medium_variant,903,2034,33.337
Medium_variant,903,2035,33.649
Medium_variant,903,2036,33.973
Medium_variant,903,2037,34.316
Medium_variant,903,2038,34.684
Medium_variant,903,2039,35.078
Medium_variant,903,2040,35.493
Medium_variant,903,2041,35.924
Medium_variant,903,2042,36.372
Medium_variant,903,2043,36.842
Medium_variant,903,2044,37.334
Medium_variant,903,2045,37.845
Medium_variant,903,2046,38.373
Medium_variant,903,2047,38.916
Medium_variant,903,2048,39.474
Medium_variant,903,2049,40.046
Medium_variant,903,2050,40.632
Medium_variant,903,2051,41.235
Medium_variant,903,2052,41.854
Medium_variant,903,2053,42.489
Medium_variant,903,2054,43.138
Medium_variant,903,2055,43.804
Medium_variant,903,2056,44.486
Medium_variant,903,2057,45.184
Medium_variant,903,2058,45.897
Medium_variant,903,2059,46.626
Medium_variant,903,2060,47.373
Medium_variant,903,2061,48.138
Medium_variant,903,2062,48.921
Medium_variant,903,2063,49.72
Medium_variant,903,2064,50.535
Medium_variant,903,2065,51.371
Medium_variant,903,2066,52.229
Medium_variant,903,2067,53.114
Medium_variant,903,2068,54.028
Medium_variant,903,2069,54.972
Medium_variant,903,2070,55.948
Medium_variant,903,2071,56.953
Medium_variant,903,2072,57.993
Medium_variant,903,2073,59.07
Medium_variant,903,2074,60.187
Medium_variant,903,2075,61.343
Medium_variant,903,2076,62.537
Medium_variant,903,2077,63.773
Medium_variant,903,2078,65.055
Medium_variant,903,2079,66.384
Medium_variant,903,2080,67.763
Medium_variant,903,2081,69.189
Medium_variant,903,2082,70.659
Medium_variant,903,2083,72.165
Medium_variant,903,2084,73.711
Medium_variant,903,2085,75.303
Medium_variant,903,2086,76.951
Medium_variant,903,2087,78.668
Medium_variant,903,2088,80.467
Medium_variant,903,2089,82.354
Medium_variant,903,2090,84.323
Medium_variant,903,2091,86.367
Medium_variant,903,2092,88.482
Medium_variant,903,2093,90.666
Medium_variant,903,2094,92.922
Medium_variant,903,2095,95.257
Medium_variant,903,2096,97.682
Medium_variant,903,2097,100.208
Medium_variant,903,2098,102.849
Medium_variant,903,2099,105.619
