variant,continent,year,totalpopulationannualdoubletime
Estimates,905,1950,49.262
Estimates,905,1951,46.318
Estimates,905,1952,41.966
Estimates,905,1953,39.346
Estimates,905,1954,37.858
Estimates,905,1955,37.186
Estimates,905,1956,37.158
Estimates,905,1957,37.683
Estimates,905,1958,38.717
Estimates,905,1959,40.237
Estimates,905,1960,42.225
Estimates,905,1961,44.646
Estimates,905,1962,47.433
Estimates,905,1963,50.493
Estimates,905,1964,53.755
Estimates,905,1965,57.343
Estimates,905,1966,61.338
Estimates,905,1967,65.263
Estimates,905,1968,68.395
Estimates,905,1969,70.435
Estimates,905,1970,71.749
Estimates,905,1971,72.827
Estimates,905,1972,73.581
Estimates,905,1973,73.782
Estimates,905,1974,73.518
Estimates,905,1975,72.85
Estimates,905,1976,71.956
Estimates,905,1977,71.285
Estimates,905,1978,71.192
Estimates,905,1979,71.66
Estimates,905,1980,72.414
Estimates,905,1981,73.069
Estimates,905,1982,73.266
Estimates,905,1983,72.788
Estimates,905,1984,71.685
Estimates,905,1985,70.227
Estimates,905,1986,68.773
Estimates,905,1987,67.69
Estimates,905,1988,67.195
Estimates,905,1989,67.228
Estimates,905,1990,67.712
Estimates,905,1991,68.317
Estimates,905,1992,68.129
Estimates,905,1993,66.468
Estimates,905,1994,63.685
Estimates,905,1995,60.502
Estimates,905,1996,57.787
Estimates,905,1997,56.547
Estimates,905,1998,57.448
Estimates,905,1999,60.567
Estimates,905,2000,65.496
Estimates,905,2001,71.263
Estimates,905,2002,76.237
Estimates,905,2003,78.616
Estimates,905,2004,77.904
Estimates,905,2005,75.633
Estimates,905,2006,73.654
Estimates,905,2007,72.926
Estimates,905,2008,73.896
Estimates,905,2009,76.687
Estimates,905,2010,80.693
Estimates,905,2011,84.914
Estimates,905,2012,88.553
Estimates,905,2013,91.028
Estimates,905,2014,92.094
Estimates,905,2015,92.412
Medium_variant,905,2015,92.412
Medium_variant,905,2016,92.795
Medium_variant,905,2017,93.442
Medium_variant,905,2018,94.319
Medium_variant,905,2019,95.497
Medium_variant,905,2020,96.823
Medium_variant,905,2021,98.149
Medium_variant,905,2022,99.597
Medium_variant,905,2023,101.354
Medium_variant,905,2024,103.45
Medium_variant,905,2025,105.793
Medium_variant,905,2026,108.295
Medium_variant,905,2027,111.023
Medium_variant,905,2028,114.089
Medium_variant,905,2029,117.503
Medium_variant,905,2030,121.227
Medium_variant,905,2031,125.18
Medium_variant,905,2032,129.226
Medium_variant,905,2033,133.228
Medium_variant,905,2034,137.126
Medium_variant,905,2035,140.985
Medium_variant,905,2036,144.909
Medium_variant,905,2037,148.921
Medium_variant,905,2038,153.001
Medium_variant,905,2039,157.126
Medium_variant,905,2040,161.273
Medium_variant,905,2041,165.356
Medium_variant,905,2042,169.127
Medium_variant,905,2043,172.332
Medium_variant,905,2044,174.916
Medium_variant,905,2045,177.024
Medium_variant,905,2046,178.884
Medium_variant,905,2047,180.699
Medium_variant,905,2048,182.606
Medium_variant,905,2049,184.628
Medium_variant,905,2050,186.654
Medium_variant,905,2051,188.494
Medium_variant,905,2052,189.927
Medium_variant,905,2053,190.799
Medium_variant,905,2054,191.126
Medium_variant,905,2055,191.148
Medium_variant,905,2056,191.137
Medium_variant,905,2057,191.219
Medium_variant,905,2058,191.449
Medium_variant,905,2059,191.883
Medium_variant,905,2060,192.454
Medium_variant,905,2061,193.125
Medium_variant,905,2062,194.041
Medium_variant,905,2063,195.369
Medium_variant,905,2064,197.137
Medium_variant,905,2065,199.243
Medium_variant,905,2066,201.585
Medium_variant,905,2067,204.22
Medium_variant,905,2068,207.242
Medium_variant,905,2069,210.661
Medium_variant,905,2070,214.419
Medium_variant,905,2071,218.462
Medium_variant,905,2072,222.842
Medium_variant,905,2073,227.633
Medium_variant,905,2074,232.825
Medium_variant,905,2075,238.369
Medium_variant,905,2076,244.175
Medium_variant,905,2077,250.111
Medium_variant,905,2078,256.052
Medium_variant,905,2079,261.926
Medium_variant,905,2080,267.826
Medium_variant,905,2081,273.823
Medium_variant,905,2082,279.703
Medium_variant,905,2083,285.196
Medium_variant,905,2084,290.25
Medium_variant,905,2085,295.027
Medium_variant,905,2086,299.728
Medium_variant,905,2087,304.37
Medium_variant,905,2088,308.916
Medium_variant,905,2089,313.399
Medium_variant,905,2090,317.86
Medium_variant,905,2091,322.34
Medium_variant,905,2092,326.888
Medium_variant,905,2093,331.558
Medium_variant,905,2094,336.409
Medium_variant,905,2095,341.507
Medium_variant,905,2096,346.929
Medium_variant,905,2097,352.755
Medium_variant,905,2098,359.08
Medium_variant,905,2099,366.011
