country,variant,freq,year,netnumberofmigrants
762,estimates,5yearly,1950,-16.696
762,estimates,5yearly,1955,-24.371
762,estimates,5yearly,1960,77.739
762,estimates,5yearly,1965,34.64
762,estimates,5yearly,1970,28.954
762,estimates,5yearly,1975,-5.749
762,estimates,5yearly,1980,-21.87
762,estimates,5yearly,1985,-37.962
762,estimates,5yearly,1990,-289.263
762,estimates,5yearly,1995,-324.793
762,estimates,5yearly,2000,-96.542
762,estimates,5yearly,2005,-65.435
762,estimates,5yearly,2010,-117.382
762,medium_variant,5yearly,2015,-99.999
762,medium_variant,5yearly,2020,-99.999
762,medium_variant,5yearly,2025,-99.999
762,medium_variant,5yearly,2030,-99.999
762,medium_variant,5yearly,2035,-99.999
762,medium_variant,5yearly,2040,-99.999
762,medium_variant,5yearly,2045,-99.999
762,medium_variant,5yearly,2050,-94.999
762,medium_variant,5yearly,2055,-90.004
762,medium_variant,5yearly,2060,-85.001
762,medium_variant,5yearly,2065,-79.995
762,medium_variant,5yearly,2070,-75.006
762,medium_variant,5yearly,2075,-70.002
762,medium_variant,5yearly,2080,-65.002
762,medium_variant,5yearly,2085,-59.998
762,medium_variant,5yearly,2090,-55.002
762,medium_variant,5yearly,2095,-50.009
