country,variant,freq,year,netnumberofmigrants
148,estimates,5yearly,1950,0
148,estimates,5yearly,1955,-2.5
148,estimates,5yearly,1960,-5
148,estimates,5yearly,1965,-40.95
148,estimates,5yearly,1970,-49.05
148,estimates,5yearly,1975,-175.5
148,estimates,5yearly,1980,-131.245
148,estimates,5yearly,1985,1.418
148,estimates,5yearly,1990,-10.374
148,estimates,5yearly,1995,69.444
148,estimates,5yearly,2000,218.966
148,estimates,5yearly,2005,75
148,estimates,5yearly,2010,100
148,medium_variant,5yearly,2015,10
148,medium_variant,5yearly,2020,0
148,medium_variant,5yearly,2025,-10
148,medium_variant,5yearly,2030,-10
148,medium_variant,5yearly,2035,-10
148,medium_variant,5yearly,2040,-10
148,medium_variant,5yearly,2045,-10
148,medium_variant,5yearly,2050,-9.5
148,medium_variant,5yearly,2055,-9
148,medium_variant,5yearly,2060,-8.5
148,medium_variant,5yearly,2065,-8
148,medium_variant,5yearly,2070,-7.5
148,medium_variant,5yearly,2075,-7
148,medium_variant,5yearly,2080,-6.5
148,medium_variant,5yearly,2085,-6
148,medium_variant,5yearly,2090,-5.5
148,medium_variant,5yearly,2095,-5
