country,variant,freq,year,netnumberofmigrants
740,Estimates,5yearly,1950,-3.423
740,Estimates,5yearly,1955,-5.416
740,Estimates,5yearly,1960,-11.05
740,Estimates,5yearly,1965,-13.862
740,Estimates,5yearly,1970,-56.82
740,Estimates,5yearly,1975,-40.352
740,Estimates,5yearly,1980,-31.771
740,Estimates,5yearly,1985,-4.845
740,Estimates,5yearly,1990,-3.342
740,Estimates,5yearly,1995,-2.402
740,Estimates,5yearly,2000,-22.142
740,Estimates,5yearly,2005,-5.675
740,Estimates,5yearly,2010,-5
740,Medium_variant,5yearly,2015,-4.999
740,Medium_variant,5yearly,2020,-4.999
740,Medium_variant,5yearly,2025,-4.999
740,Medium_variant,5yearly,2030,-4.999
740,Medium_variant,5yearly,2035,-4.999
740,Medium_variant,5yearly,2040,-4.999
740,Medium_variant,5yearly,2045,-4.999
740,Medium_variant,5yearly,2050,-4.753
740,Medium_variant,5yearly,2055,-4.501
740,Medium_variant,5yearly,2060,-4.25
740,Medium_variant,5yearly,2065,-3.999
740,Medium_variant,5yearly,2070,-3.75
740,Medium_variant,5yearly,2075,-3.501
740,Medium_variant,5yearly,2080,-3.252
740,Medium_variant,5yearly,2085,-2.999
740,Medium_variant,5yearly,2090,-2.75
740,Medium_variant,5yearly,2095,-2.5
