country,variant,freq,year,netnumberofmigrants
784,estimates,5yearly,1950,-0.138
784,estimates,5yearly,1955,-0.175
784,estimates,5yearly,1960,37.882
784,estimates,5yearly,1965,53.823
784,estimates,5yearly,1970,265.1
784,estimates,5yearly,1975,387.833
784,estimates,5yearly,1980,184.159
784,estimates,5yearly,1985,261.351
784,estimates,5yearly,1990,368.126
784,estimates,5yearly,1995,484.452
784,estimates,5yearly,2000,1161
784,estimates,5yearly,2005,3331
784,estimates,5yearly,2010,480
784,medium_variant,5yearly,2015,301
784,medium_variant,5yearly,2020,290
784,medium_variant,5yearly,2025,290
784,medium_variant,5yearly,2030,260
784,medium_variant,5yearly,2035,260
784,medium_variant,5yearly,2040,260
784,medium_variant,5yearly,2045,250
784,medium_variant,5yearly,2050,237.5
784,medium_variant,5yearly,2055,225
784,medium_variant,5yearly,2060,212.5
784,medium_variant,5yearly,2065,200
784,medium_variant,5yearly,2070,187.5
784,medium_variant,5yearly,2075,175
784,medium_variant,5yearly,2080,162.5
784,medium_variant,5yearly,2085,150
784,medium_variant,5yearly,2090,137.5
784,medium_variant,5yearly,2095,125
