country,variant,freq,year,netnumberofmigrants
426,estimates,5yearly,1950,-20
426,estimates,5yearly,1955,-26
426,estimates,5yearly,1960,-25
426,estimates,5yearly,1965,-22.4
426,estimates,5yearly,1970,-24.048
426,estimates,5yearly,1975,-6.538
426,estimates,5yearly,1980,-25.76
426,estimates,5yearly,1985,-62.682
426,estimates,5yearly,1990,-46.345
426,estimates,5yearly,1995,-74.427
426,estimates,5yearly,2000,-34.493
426,estimates,5yearly,2005,-24.418
426,estimates,5yearly,2010,-19.998
426,mediumvariant,5yearly,2015,-19.997
426,mediumvariant,5yearly,2020,-19.997
426,mediumvariant,5yearly,2025,-19.997
426,mediumvariant,5yearly,2030,-19.997
426,mediumvariant,5yearly,2035,-19.997
426,mediumvariant,5yearly,2040,-19.997
426,mediumvariant,5yearly,2045,-19.997
426,mediumvariant,5yearly,2050,-18.998
426,mediumvariant,5yearly,2055,-18.001
426,mediumvariant,5yearly,2060,-17.003
426,mediumvariant,5yearly,2065,-16.001
426,mediumvariant,5yearly,2070,-15.003
426,mediumvariant,5yearly,2075,-13.997
426,mediumvariant,5yearly,2080,-13.001
426,mediumvariant,5yearly,2085,-11.998
426,mediumvariant,5yearly,2090,-11.001
426,mediumvariant,5yearly,2095,-9.996
