country,variant,freq,year,netnumberofmigrants
516,Estimates,5yearly,1950,0
516,Estimates,5yearly,1955,0
516,Estimates,5yearly,1960,0
516,Estimates,5yearly,1965,-0.87
516,Estimates,5yearly,1970,-2.825
516,Estimates,5yearly,1975,-44.585
516,Estimates,5yearly,1980,-29.139
516,Estimates,5yearly,1985,74.791
516,Estimates,5yearly,1990,23.492
516,Estimates,5yearly,1995,35.497
516,Estimates,5yearly,2000,-50
516,Estimates,5yearly,2005,-50
516,Estimates,5yearly,2010,-1.371
516,Medium_variant,5yearly,2015,-2.236
516,Medium_variant,5yearly,2020,-2.236
516,Medium_variant,5yearly,2025,0
516,Medium_variant,5yearly,2030,0
516,Medium_variant,5yearly,2035,0
516,Medium_variant,5yearly,2040,0
516,Medium_variant,5yearly,2045,0
516,Medium_variant,5yearly,2050,0
516,Medium_variant,5yearly,2055,0
516,Medium_variant,5yearly,2060,0
516,Medium_variant,5yearly,2065,0
516,Medium_variant,5yearly,2070,0
516,Medium_variant,5yearly,2075,0
516,Medium_variant,5yearly,2080,0
516,Medium_variant,5yearly,2085,0
516,Medium_variant,5yearly,2090,0
516,Medium_variant,5yearly,2095,0
