country,variant,freq,year,netnumberofmigrants
324,estimates,5yearly,1950,-0.007
324,estimates,5yearly,1955,-9.929
324,estimates,5yearly,1960,-13.857
324,estimates,5yearly,1965,-13.857
324,estimates,5yearly,1970,-275
324,estimates,5yearly,1975,-353
324,estimates,5yearly,1980,-38
324,estimates,5yearly,1985,162.45
324,estimates,5yearly,1990,800
324,estimates,5yearly,1995,-246.148
324,estimates,5yearly,2000,-368.004
324,estimates,5yearly,2005,-300
324,estimates,5yearly,2010,-250
324,medium_variant,5yearly,2015,-50
324,medium_variant,5yearly,2020,-20
324,medium_variant,5yearly,2025,-20
324,medium_variant,5yearly,2030,-20
324,medium_variant,5yearly,2035,-20
324,medium_variant,5yearly,2040,-20
324,medium_variant,5yearly,2045,-20
324,medium_variant,5yearly,2050,-19
324,medium_variant,5yearly,2055,-18
324,medium_variant,5yearly,2060,-17
324,medium_variant,5yearly,2065,-16
324,medium_variant,5yearly,2070,-15
324,medium_variant,5yearly,2075,-14
324,medium_variant,5yearly,2080,-13
324,medium_variant,5yearly,2085,-12
324,medium_variant,5yearly,2090,-11
324,medium_variant,5yearly,2095,-10
