country,variant,freq,year,netnumberofmigrants
512,estimates,5yearly,1950,-10
512,estimates,5yearly,1955,-10
512,estimates,5yearly,1960,-10
512,estimates,5yearly,1965,-5
512,estimates,5yearly,1970,25.47
512,estimates,5yearly,1975,76.409
512,estimates,5yearly,1980,81.5
512,estimates,5yearly,1985,11.169
512,estimates,5yearly,1990,104.7
512,estimates,5yearly,1995,-193.372
512,estimates,5yearly,2000,15
512,estimates,5yearly,2005,267
512,estimates,5yearly,2010,817.5
512,medium_variant,5yearly,2015,605
512,medium_variant,5yearly,2020,110
512,medium_variant,5yearly,2025,60
512,medium_variant,5yearly,2030,0
512,medium_variant,5yearly,2035,0
512,medium_variant,5yearly,2040,0
512,medium_variant,5yearly,2045,20
512,medium_variant,5yearly,2050,19
512,medium_variant,5yearly,2055,18
512,medium_variant,5yearly,2060,17
512,medium_variant,5yearly,2065,16
512,medium_variant,5yearly,2070,15
512,medium_variant,5yearly,2075,14
512,medium_variant,5yearly,2080,13
512,medium_variant,5yearly,2085,12
512,medium_variant,5yearly,2090,11
512,medium_variant,5yearly,2095,10
