country,year,variant,freq,agebroad,totaldeaths
788,1950,estimates,5yearly,0_4,256.892
788,1950,estimates,5yearly,5_9,13.203
788,1950,estimates,5yearly,10_14,8.704
788,1950,estimates,5yearly,15_19,10.162
788,1950,estimates,5yearly,20_24,12.748
788,1950,estimates,5yearly,25_29,12.996
788,1950,estimates,5yearly,30_34,12.998
788,1950,estimates,5yearly,35_39,13.515
788,1950,estimates,5yearly,40_44,13.963
788,1950,estimates,5yearly,45_49,14.279
788,1950,estimates,5yearly,50_54,15.183
788,1950,estimates,5yearly,55_59,16.567
788,1950,estimates,5yearly,60_64,18.464
788,1950,estimates,5yearly,65_69,18.915
788,1950,estimates,5yearly,70_74,19.881
788,1950,estimates,5yearly,75_79,17.615
788,1950,estimates,5yearly,80_84,15.388
788,1950,estimates,5yearly,85_89,7.959
788,1950,estimates,5yearly,90_94,2.346
788,1950,estimates,5yearly,95plus,0.577
788,1950,estimates,5yearly,0_14,278.799
788,1950,estimates,5yearly,0_19,288.961
788,1950,estimates,5yearly,0_24,301.709
788,1950,estimates,5yearly,5_14,21.907
788,1950,estimates,5yearly,15plus,223.556
788,1950,estimates,5yearly,15_24,22.91
788,1950,estimates,5yearly,15_49,90.661
788,1950,estimates,5yearly,15_59,122.411
788,1950,estimates,5yearly,15_64,140.875
788,1950,estimates,5yearly,20plus,213.394
788,1950,estimates,5yearly,20_64,130.713
788,1950,estimates,5yearly,20_69,149.628
788,1950,estimates,5yearly,25plus,200.646
788,1950,estimates,5yearly,25_69,136.88
788,1950,estimates,5yearly,40plus,161.137
788,1950,estimates,5yearly,50plus,132.895
788,1950,estimates,5yearly,60plus,101.145
788,1950,estimates,5yearly,65plus,82.681
788,1950,estimates,5yearly,70plus,63.766
788,1950,estimates,5yearly,80plus,26.27
788,1950,estimates,5yearly,90plus,2.923
788,1955,estimates,5yearly,0_4,262.051
788,1955,estimates,5yearly,5_9,13.389
788,1955,estimates,5yearly,10_14,8.678
788,1955,estimates,5yearly,15_19,9.709
788,1955,estimates,5yearly,20_24,11.705
788,1955,estimates,5yearly,25_29,12.208
788,1955,estimates,5yearly,30_34,12.337
788,1955,estimates,5yearly,35_39,12.766
788,1955,estimates,5yearly,40_44,13.669
788,1955,estimates,5yearly,45_49,14.656
788,1955,estimates,5yearly,50_54,15.427
788,1955,estimates,5yearly,55_59,16.756
788,1955,estimates,5yearly,60_64,18.251
788,1955,estimates,5yearly,65_69,19.7
788,1955,estimates,5yearly,70_74,18.645
788,1955,estimates,5yearly,75_79,16.455
788,1955,estimates,5yearly,80_84,11.391
788,1955,estimates,5yearly,85_89,6.802
788,1955,estimates,5yearly,90_94,2.401
788,1955,estimates,5yearly,95plus,0.46
788,1955,estimates,5yearly,0_14,284.118
788,1955,estimates,5yearly,0_19,293.827
788,1955,estimates,5yearly,0_24,305.532
788,1955,estimates,5yearly,5_14,22.067
788,1955,estimates,5yearly,15plus,213.338
788,1955,estimates,5yearly,15_24,21.414
788,1955,estimates,5yearly,15_49,87.05
788,1955,estimates,5yearly,15_59,119.233
788,1955,estimates,5yearly,15_64,137.484
788,1955,estimates,5yearly,20plus,203.629
788,1955,estimates,5yearly,20_64,127.775
788,1955,estimates,5yearly,20_69,147.475
788,1955,estimates,5yearly,25plus,191.924
788,1955,estimates,5yearly,25_69,135.77
788,1955,estimates,5yearly,40plus,154.613
788,1955,estimates,5yearly,50plus,126.288
788,1955,estimates,5yearly,60plus,94.105
788,1955,estimates,5yearly,65plus,75.854
788,1955,estimates,5yearly,70plus,56.154
788,1955,estimates,5yearly,80plus,21.054
788,1955,estimates,5yearly,90plus,2.861
788,1960,estimates,5yearly,0_4,253.466
788,1960,estimates,5yearly,5_9,12.374
788,1960,estimates,5yearly,10_14,7.749
788,1960,estimates,5yearly,15_19,8.668
788,1960,estimates,5yearly,20_24,10.16
788,1960,estimates,5yearly,25_29,10.634
788,1960,estimates,5yearly,30_34,11.256
788,1960,estimates,5yearly,35_39,11.791
788,1960,estimates,5yearly,40_44,12.315
788,1960,estimates,5yearly,45_49,13.62
788,1960,estimates,5yearly,50_54,15.444
788,1960,estimates,5yearly,55_59,16.667
788,1960,estimates,5yearly,60_64,18.024
788,1960,estimates,5yearly,65_69,18.884
788,1960,estimates,5yearly,70_74,18.865
788,1960,estimates,5yearly,75_79,15.56
788,1960,estimates,5yearly,80_84,10.573
788,1960,estimates,5yearly,85_89,5.273
788,1960,estimates,5yearly,90_94,1.976
788,1960,estimates,5yearly,95plus,0.472
