country,year,variant,gender,freq,agebroad,totaldeaths
12,1950,estimates,female,5Yearly,0_4,296.176
12,1950,estimates,male,5Yearly,0_4,318.997
12,1950,estimates,female,5Yearly,0_14,326.224
12,1950,estimates,male,5Yearly,0_14,346.342
12,1950,estimates,female,5Yearly,0_19,338.341
12,1950,estimates,male,5Yearly,0_19,358.318
12,1950,estimates,female,5Yearly,0_24,351.858
12,1950,estimates,male,5Yearly,0_24,373.021
12,1950,estimates,female,5Yearly,5_14,30.048
12,1950,estimates,male,5Yearly,5_14,27.345
12,1950,estimates,female,5Yearly,15plus,190.14
12,1950,estimates,male,5Yearly,15plus,215.969
12,1950,estimates,female,5Yearly,15_24,25.634
12,1950,estimates,male,5Yearly,15_24,26.679
12,1950,estimates,female,5Yearly,15_49,78.427
12,1950,estimates,male,5Yearly,15_49,84.901
12,1950,estimates,female,5Yearly,15_59,101.822
12,1950,estimates,male,5Yearly,15_59,116.723
12,1950,estimates,female,5Yearly,15_64,115.464
12,1950,estimates,male,5Yearly,15_64,134.654
12,1950,estimates,female,5Yearly,20plus,178.023
12,1950,estimates,male,5Yearly,20plus,203.993
12,1950,estimates,female,5Yearly,20_64,103.347
12,1950,estimates,male,5Yearly,20_64,122.678
12,1950,estimates,female,5Yearly,20_69,119.972
12,1950,estimates,male,5Yearly,20_69,142.617
12,1950,estimates,female,5Yearly,25plus,164.506
12,1950,estimates,male,5Yearly,25plus,189.29
12,1950,estimates,female,5Yearly,25_69,106.455
12,1950,estimates,male,5Yearly,25_69,127.914
12,1950,estimates,female,5Yearly,40plus,131.459
12,1950,estimates,male,5Yearly,40plus,155.5
12,1950,estimates,female,5Yearly,50plus,111.713
12,1950,estimates,male,5Yearly,50plus,131.068
12,1950,estimates,female,5Yearly,60plus,88.318
12,1950,estimates,male,5Yearly,60plus,99.246
12,1950,estimates,female,5Yearly,65plus,74.676
12,1950,estimates,male,5Yearly,65plus,81.315
12,1950,estimates,female,5Yearly,70plus,58.051
12,1950,estimates,male,5Yearly,70plus,61.376
12,1950,estimates,female,5Yearly,80plus,24.095
12,1950,estimates,male,5Yearly,80plus,22.923
12,1950,estimates,female,5Yearly,90plus,5.297
12,1950,estimates,male,5Yearly,90plus,4.135
12,1955,estimates,female,5Yearly,0_4,311.35
12,1955,estimates,male,5Yearly,0_4,334.202
12,1955,estimates,female,5Yearly,0_14,342.374
