variant,region,year,totalpopulationannualdoubletime
Estimates,1502,1950,26.861
Estimates,1502,1951,28.798
Estimates,1502,1952,32.663
Estimates,1502,1953,35.601
Estimates,1502,1954,37.37
Estimates,1502,1955,38.051
Estimates,1502,1956,37.962
Estimates,1502,1957,37.484
Estimates,1502,1958,36.925
Estimates,1502,1959,36.425
Estimates,1502,1960,35.922
Estimates,1502,1961,35.207
Estimates,1502,1962,34.028
Estimates,1502,1963,32.304
Estimates,1502,1964,30.32
Estimates,1502,1965,28.431
Estimates,1502,1966,26.93
Estimates,1502,1967,26.047
Estimates,1502,1968,25.878
Estimates,1502,1969,26.358
Estimates,1502,1970,27.183
Estimates,1502,1971,28.074
Estimates,1502,1972,29.111
Estimates,1502,1973,30.482
Estimates,1502,1974,32.187
Estimates,1502,1975,34.197
Estimates,1502,1976,36.38
Estimates,1502,1977,38.346
Estimates,1502,1978,39.64
Estimates,1502,1979,40.123
Estimates,1502,1980,40.257
Estimates,1502,1981,40.44
Estimates,1502,1982,40.318
Estimates,1502,1983,39.507
Estimates,1502,1984,38.224
Estimates,1502,1985,36.775
Estimates,1502,1986,35.564
Estimates,1502,1987,35.18
Estimates,1502,1988,36.059
Estimates,1502,1989,38.308
Estimates,1502,1990,41.633
Estimates,1502,1991,45.503
Estimates,1502,1992,49.621
Estimates,1502,1993,53.799
Estimates,1502,1994,57.752
Estimates,1502,1995,61.787
Estimates,1502,1996,66.35
Estimates,1502,1997,70.955
Estimates,1502,1998,74.647
Estimates,1502,1999,77.104
Estimates,1502,2000,78.62
Estimates,1502,2001,79.754
Estimates,1502,2002,80.857
Estimates,1502,2003,82.119
Estimates,1502,2004,83.611
Estimates,1502,2005,85.245
Estimates,1502,2006,86.741
Estimates,1502,2007,87.549
Estimates,1502,2008,87.251
Estimates,1502,2009,86.012
Estimates,1502,2010,84.331
Estimates,1502,2011,82.899
Estimates,1502,2012,82.581
Estimates,1502,2013,84.045
Estimates,1502,2014,87.474
Estimates,1502,2015,92.349
Medium_variant,1502,2015,92.349
Medium_variant,1502,2016,97.918
Medium_variant,1502,2017,104.046
Medium_variant,1502,2018,110.893
Medium_variant,1502,2019,118.405
Medium_variant,1502,2020,126.953
Medium_variant,1502,2021,136.965
Medium_variant,1502,2022,148.04
Medium_variant,1502,2023,159.285
Medium_variant,1502,2024,170.283
Medium_variant,1502,2025,181.476
Medium_variant,1502,2026,193.696
Medium_variant,1502,2027,207.069
Medium_variant,1502,2028,221.356
Medium_variant,1502,2029,236.69
Medium_variant,1502,2030,253.211
Medium_variant,1502,2031,271.149
Medium_variant,1502,2032,290.997
Medium_variant,1502,2033,313.461
Medium_variant,1502,2034,339.294
Medium_variant,1502,2035,369.134
Medium_variant,1502,2036,403.824
Medium_variant,1502,2037,445.259
Medium_variant,1502,2038,496.542
Medium_variant,1502,2039,561.955
Medium_variant,1502,2040,647.53
Medium_variant,1502,2041,763.556
Medium_variant,1502,2042,932.098
Medium_variant,1502,2043,1203.571
Medium_variant,1502,2044,1713.644
Medium_variant,1502,2045,2999.231
Medium_variant,1502,2046,12088.513
Medium_variant,1502,2047,-5896.987
Medium_variant,1502,2048,-2352.717
Medium_variant,1502,2049,-1463.801
Medium_variant,1502,2050,-1063.687
Medium_variant,1502,2051,-837.794
Medium_variant,1502,2052,-690.625
Medium_variant,1502,2053,-585.615
Medium_variant,1502,2054,-507.45
Medium_variant,1502,2055,-447.929
Medium_variant,1502,2056,-402.297
Medium_variant,1502,2057,-367.779
Medium_variant,1502,2058,-342.115
Medium_variant,1502,2059,-322.979
Medium_variant,1502,2060,-307.832
Medium_variant,1502,2061,-295.029
Medium_variant,1502,2062,-284.452
Medium_variant,1502,2063,-276.198
Medium_variant,1502,2064,-269.834
Medium_variant,1502,2065,-264.849
Medium_variant,1502,2066,-260.747
Medium_variant,1502,2067,-257.105
Medium_variant,1502,2068,-253.625
Medium_variant,1502,2069,-250.205
Medium_variant,1502,2070,-247.072
Medium_variant,1502,2071,-244.386
Medium_variant,1502,2072,-241.875
Medium_variant,1502,2073,-239.237
Medium_variant,1502,2074,-236.482
Medium_variant,1502,2075,-233.834
Medium_variant,1502,2076,-231.508
Medium_variant,1502,2077,-229.487
Medium_variant,1502,2078,-227.711
Medium_variant,1502,2079,-226.217
Medium_variant,1502,2080,-224.995
Medium_variant,1502,2081,-224.095
Medium_variant,1502,2082,-223.751
Medium_variant,1502,2083,-224.182
Medium_variant,1502,2084,-225.414
Medium_variant,1502,2085,-227.168
Medium_variant,1502,2086,-229.214
Medium_variant,1502,2087,-231.79
Medium_variant,1502,2088,-235.209
Medium_variant,1502,2089,-239.451
Medium_variant,1502,2090,-244.241
Medium_variant,1502,2091,-249.21
Medium_variant,1502,2092,-254.004
Medium_variant,1502,2093,-258.343
Medium_variant,1502,2094,-262.049
Medium_variant,1502,2095,-265.03
Medium_variant,1502,2096,-267.238
Medium_variant,1502,2097,-268.659
Medium_variant,1502,2098,-269.291
Medium_variant,1502,2099,-269.146
