country,year,variant,freq,age5yearinterval,noofbirthbymother
192,1950,Estimates,5yearly,15_19,102.157
192,1950,Estimates,5yearly,20_24,313.026
192,1950,Estimates,5yearly,25_29,276.136
192,1950,Estimates,5yearly,30_34,169.373
192,1950,Estimates,5yearly,35_39,89.05
192,1950,Estimates,5yearly,40_44,29.19
192,1950,Estimates,5yearly,45_49,5.416
192,1955,Estimates,5yearly,15_19,128.799
192,1955,Estimates,5yearly,20_24,312.679
192,1955,Estimates,5yearly,25_29,257.186
192,1955,Estimates,5yearly,30_34,156.851
192,1955,Estimates,5yearly,35_39,82.929
192,1955,Estimates,5yearly,40_44,27.55
192,1955,Estimates,5yearly,45_49,5.014
192,1960,Estimates,5yearly,15_19,208.686
192,1960,Estimates,5yearly,20_24,429.486
192,1960,Estimates,5yearly,25_29,340.119
192,1960,Estimates,5yearly,30_34,204.979
192,1960,Estimates,5yearly,35_39,110.992
192,1960,Estimates,5yearly,40_44,35.654
192,1960,Estimates,5yearly,45_49,7.221
192,1965,Estimates,5yearly,15_19,247.717
192,1965,Estimates,5yearly,20_24,407.523
192,1965,Estimates,5yearly,25_29,316.361
192,1965,Estimates,5yearly,30_34,195.034
192,1965,Estimates,5yearly,35_39,107.48
192,1965,Estimates,5yearly,40_44,33.778
192,1965,Estimates,5yearly,45_49,6.44
192,1970,Estimates,5yearly,15_19,290.398
192,1970,Estimates,5yearly,20_24,360.614
192,1970,Estimates,5yearly,25_29,265.332
192,1970,Estimates,5yearly,30_34,163.189
192,1970,Estimates,5yearly,35_39,86.334
192,1970,Estimates,5yearly,40_44,29.685
192,1970,Estimates,5yearly,45_49,5.048
192,1975,Estimates,5yearly,15_19,272.941
192,1975,Estimates,5yearly,20_24,268.67
192,1975,Estimates,5yearly,25_29,170.276
192,1975,Estimates,5yearly,30_34,81.928
192,1975,Estimates,5yearly,35_39,32.955
192,1975,Estimates,5yearly,40_44,7.588
192,1975,Estimates,5yearly,45_49,2.844
192,1980,Estimates,5yearly,15_19,245.564
192,1980,Estimates,5yearly,20_24,288.879
192,1980,Estimates,5yearly,25_29,174.422
192,1980,Estimates,5yearly,30_34,82.804
192,1980,Estimates,5yearly,35_39,26.333
192,1980,Estimates,5yearly,40_44,4.409
192,1980,Estimates,5yearly,45_49,1.404
192,1985,Estimates,5yearly,15_19,236.957
192,1985,Estimates,5yearly,20_24,339.934
192,1985,Estimates,5yearly,25_29,212.939
192,1985,Estimates,5yearly,30_34,90.08
192,1985,Estimates,5yearly,35_39,29.6
192,1985,Estimates,5yearly,40_44,4.662
192,1985,Estimates,5yearly,45_49,1.547
192,1990,Estimates,5yearly,15_19,157.179
192,1990,Estimates,5yearly,20_24,283.637
192,1990,Estimates,5yearly,25_29,241.74
192,1990,Estimates,5yearly,30_34,110.886
192,1990,Estimates,5yearly,35_39,31.478
192,1990,Estimates,5yearly,40_44,4.342
192,1990,Estimates,5yearly,45_49,0.55
192,1995,Estimates,5yearly,15_19,128.181
192,1995,Estimates,5yearly,20_24,231.408
192,1995,Estimates,5yearly,25_29,232.165
192,1995,Estimates,5yearly,30_34,129.158
