country,year,variant,freq,age5yearinterval,noofbirthbymother
512,1950,estimates,5Yearly,15_19,16.317
512,1950,estimates,5Yearly,20_24,26.215
512,1950,estimates,5Yearly,25_29,24.946
512,1950,estimates,5Yearly,30_34,19.353
512,1950,estimates,5Yearly,35_39,14.971
512,1950,estimates,5Yearly,40_44,9.719
512,1950,estimates,5Yearly,45_49,5.347
512,1955,estimates,5Yearly,15_19,18.215
512,1955,estimates,5Yearly,20_24,29.231
512,1955,estimates,5Yearly,25_29,27.751
512,1955,estimates,5Yearly,30_34,21.376
512,1955,estimates,5Yearly,35_39,16.368
512,1955,estimates,5Yearly,40_44,10.617
512,1955,estimates,5Yearly,45_49,5.91
512,1960,estimates,5Yearly,15_19,20.166
512,1960,estimates,5Yearly,20_24,32.812
512,1960,estimates,5Yearly,25_29,31.151
512,1960,estimates,5Yearly,30_34,23.954
512,1960,estimates,5Yearly,35_39,18.219
512,1960,estimates,5Yearly,40_44,11.693
512,1960,estimates,5Yearly,45_49,6.497
512,1965,estimates,5Yearly,15_19,22.682
512,1965,estimates,5Yearly,20_24,36.846
512,1965,estimates,5Yearly,25_29,35.544
512,1965,estimates,5Yearly,30_34,27.376
512,1965,estimates,5Yearly,35_39,20.8
512,1965,estimates,5Yearly,40_44,13.263
512,1965,estimates,5Yearly,45_49,7.27
512,1970,estimates,5Yearly,15_19,27.072
512,1970,estimates,5Yearly,20_24,43.346
512,1970,estimates,5Yearly,25_29,42.723
512,1970,estimates,5Yearly,30_34,32.445
512,1970,estimates,5Yearly,35_39,24.121
512,1970,estimates,5Yearly,40_44,15.198
512,1970,estimates,5Yearly,45_49,7.808
512,1975,estimates,5Yearly,15_19,33.665
512,1975,estimates,5Yearly,20_24,59.738
512,1975,estimates,5Yearly,25_29,58.329
512,1975,estimates,5Yearly,30_34,43.728
512,1975,estimates,5Yearly,35_39,31.764
512,1975,estimates,5Yearly,40_44,19.097
512,1975,estimates,5Yearly,45_49,8.836
512,1980,estimates,5Yearly,15_19,34.158
512,1980,estimates,5Yearly,20_24,77.658
512,1980,estimates,5Yearly,25_29,76.598
512,1980,estimates,5Yearly,30_34,57.71
512,1980,estimates,5Yearly,35_39,40.837
512,1980,estimates,5Yearly,40_44,22.941
512,1980,estimates,5Yearly,45_49,9.897
512,1985,estimates,5Yearly,15_19,32.166
512,1985,estimates,5Yearly,20_24,87.458
512,1985,estimates,5Yearly,25_29,89.171
512,1985,estimates,5Yearly,30_34,69.141
512,1985,estimates,5Yearly,35_39,45.217
512,1985,estimates,5Yearly,40_44,22.467
512,1985,estimates,5Yearly,45_49,9.693
512,1990,estimates,5Yearly,15_19,31.51
512,1990,estimates,5Yearly,20_24,77.571
512,1990,estimates,5Yearly,25_29,86.32
512,1990,estimates,5Yearly,30_34,71.037
512,1990,estimates,5Yearly,35_39,44.363
512,1990,estimates,5Yearly,40_44,16.875
512,1990,estimates,5Yearly,45_49,6.397
512,1995,estimates,5Yearly,15_19,23.934
512,1995,estimates,5Yearly,20_24,77.347
512,1995,estimates,5Yearly,25_29,80.771
512,1995,estimates,5Yearly,30_34,60.955
512,1995,estimates,5Yearly,35_39,39.949
512,1995,estimates,5Yearly,40_44,12.201
