variant,country,year,gender,dependencyratio2069
estimates,604,1950,male,116.992
estimates,604,1951,male,118.043
estimates,604,1952,male,118.882
estimates,604,1953,male,119.47
estimates,604,1954,male,119.826
estimates,604,1955,male,120.023
estimates,604,1956,male,121.373
estimates,604,1957,male,122.311
estimates,604,1958,male,123.013
estimates,604,1959,male,123.656
estimates,604,1960,male,124.327
estimates,604,1961,male,125.699
estimates,604,1962,male,127.02
estimates,604,1963,male,128.212
estimates,604,1964,male,129.133
estimates,604,1965,male,129.72
estimates,604,1966,male,130.953
estimates,604,1967,male,131.672
estimates,604,1968,male,131.952
estimates,604,1969,male,131.873
estimates,604,1970,male,131.471
estimates,604,1971,male,131.256
estimates,604,1972,male,130.656
estimates,604,1973,male,129.788
estimates,604,1974,male,128.805
estimates,604,1975,male,127.812
estimates,604,1976,male,127.741
estimates,604,1977,male,127.667
estimates,604,1978,male,127.438
estimates,604,1979,male,126.828
estimates,604,1980,male,125.739
estimates,604,1981,male,124.938
estimates,604,1982,male,123.503
estimates,604,1983,male,121.663
estimates,604,1984,male,119.718
estimates,604,1985,male,117.817
estimates,604,1986,male,115.952
estimates,604,1987,male,114.229
estimates,604,1988,male,112.564
estimates,604,1989,male,110.819
estimates,604,1990,male,108.954
estimates,604,1991,male,107.616
estimates,604,1992,male,106.101
estimates,604,1993,male,104.446
estimates,604,1994,male,102.702
estimates,604,1995,male,100.881
estimates,604,1996,male,99.213
estimates,604,1997,male,97.483
estimates,604,1998,male,95.754
estimates,604,1999,male,94.094
estimates,604,2000,male,92.538
estimates,604,2001,male,90.932
estimates,604,2002,male,89.462
estimates,604,2003,male,88.048
estimates,604,2004,male,86.589
estimates,604,2005,male,85.037
estimates,604,2006,male,83.509
estimates,604,2007,male,81.895
estimates,604,2008,male,80.254
estimates,604,2009,male,78.666
estimates,604,2010,male,77.172
estimates,604,2011,male,75.797
estimates,604,2012,male,74.502
estimates,604,2013,male,73.292
estimates,604,2014,male,72.152
estimates,604,2015,male,71.07
medium_variant,604,2015,male,71.07
