country,year,variant,gender,freq,agebroad,percentagetotaldeaths
540,1950,Estimates,female,5yearly,0_4,39.0677966101695
540,1950,Estimates,male,5yearly,0_4,37.4955531839203
540,1950,Estimates,female,5yearly,0_14,44.2372881355932
540,1950,Estimates,male,5yearly,0_14,41.7289220917823
540,1950,Estimates,female,5yearly,0_19,46.9067796610169
540,1950,Estimates,male,5yearly,0_19,44.005691924582
540,1950,Estimates,female,5yearly,0_24,50
540,1950,Estimates,male,5yearly,0_24,46.8872287442192
540,1950,Estimates,female,5yearly,5_14,5.16949152542373
540,1950,Estimates,male,5yearly,5_14,4.23336890786197
540,1950,Estimates,female,5yearly,15plus,55.7627118644068
540,1950,Estimates,male,5yearly,15plus,58.2710779082177
540,1950,Estimates,female,5yearly,15_24,5.76271186440678
540,1950,Estimates,male,5yearly,15_24,5.15830665243686
540,1950,Estimates,female,5yearly,15_49,22.1610169491525
540,1950,Estimates,male,5yearly,15_49,25.0088936321594
540,1950,Estimates,female,5yearly,15_59,29.9152542372881
540,1950,Estimates,male,5yearly,15_59,34.7207399501957
540,1950,Estimates,female,5yearly,15_64,34.4915254237288
540,1950,Estimates,male,5yearly,15_64,39.77232301672
540,1950,Estimates,female,5yearly,20plus,53.093220338983
540,1950,Estimates,male,5yearly,20plus,55.994308075418
540,1950,Estimates,female,5yearly,20_64,31.8220338983051
540,1950,Estimates,male,5yearly,20_64,37.4955531839203
540,1950,Estimates,female,5yearly,20_69,37.0762711864407
540,1950,Estimates,male,5yearly,20_69,42.7605834222697
540,1950,Estimates,female,5yearly,25plus,50
540,1950,Estimates,male,5yearly,25plus,53.1127712557809
540,1950,Estimates,female,5yearly,25_69,33.9830508474576
540,1950,Estimates,male,5yearly,25_69,39.8790466026325
540,1950,Estimates,female,5yearly,40plus,40.5508474576271
540,1950,Estimates,male,5yearly,40plus,43.1519032372821
540,1950,Estimates,female,5yearly,50plus,33.6016949152542
540,1950,Estimates,male,5yearly,50plus,33.2621842760584
540,1950,Estimates,female,5yearly,60plus,25.8474576271186
540,1950,Estimates,male,5yearly,60plus,23.5503379580221
540,1950,Estimates,female,5yearly,65plus,21.271186440678
540,1950,Estimates,male,5yearly,65plus,18.4987548914977
540,1950,Estimates,female,5yearly,70plus,16.0169491525424
540,1950,Estimates,male,5yearly,70plus,13.2337246531483
540,1950,Estimates,female,5yearly,80plus,5.63559322033898
540,1950,Estimates,male,5yearly,80plus,3.80647456421202
