agebroad,gender,percentagetotalpopulation,country,variant,year
0,female,2.548,498,estimates,1950
0_1,female,3.476,498,estimates,1950
0_4,female,7.994,498,estimates,1950
0_14,female,25.919,498,estimates,1950
0_17,female,31.438,498,estimates,1950
0_19,female,35.09,498,estimates,1950
0_24,female,44.572,498,estimates,1950
3_4,female,2.967,498,estimates,1950
3_5,female,4.458,498,estimates,1950
3_6,female,5.993,498,estimates,1950
4_5,female,2.965,498,estimates,1950
4_6,female,4.5,498,estimates,1950
5_14,female,17.924,498,estimates,1950
5_10,female,9.922,498,estimates,1950
5_11,female,11.898,498,estimates,1950
6_9,female,6.572,498,estimates,1950
6_10,female,8.431,498,estimates,1950
6_11,female,10.407,498,estimates,1950
6_12,female,12.449,498,estimates,1950
7_10,female,6.897,498,estimates,1950
7_12,female,10.914,498,estimates,1950
11_16,female,11.731,498,estimates,1950
11_17,female,13.521,498,estimates,1950
11_18,female,15.325,498,estimates,1950
12_14,female,6.026,498,estimates,1950
12_16,female,9.755,498,estimates,1950
12_17,female,11.546,498,estimates,1950
12_18,female,13.349,498,estimates,1950
13_17,female,9.504,498,estimates,1950
13_18,female,11.308,498,estimates,1950
13_19,female,13.156,498,estimates,1950
15_17,female,5.519,498,estimates,1950
18_23,female,11.244,498,estimates,1950
15_24,female,18.653,498,estimates,1950
15_49,female,52.93,498,estimates,1950
15_59,female,60.902,498,estimates,1950
15_64,female,64.796,498,estimates,1950
20_64,female,55.625,498,estimates,1950
20_69,female,58.92,498,estimates,1950
25_49,female,34.277,498,estimates,1950
25_64,female,46.143,498,estimates,1950
25_69,female,49.438,498,estimates,1950
15plus,female,74.081,498,estimates,1950
16plus,female,72.182,498,estimates,1950
17plus,female,70.352,498,estimates,1950
18plus,female,68.562,498,estimates,1950
20plus,female,64.91,498,estimates,1950
21plus,female,63.033,498,estimates,1950
25plus,female,55.428,498,estimates,1950
50plus,female,21.151,498,estimates,1950
60plus,female,13.179,498,estimates,1950
65plus,female,9.285,498,estimates,1950
70plus,female,5.99,498,estimates,1950
75plus,female,3.356,498,estimates,1950
80plus,female,1.442,498,estimates,1950
85plus,female,0.624,498,estimates,1950
90plus,female,0.207,498,estimates,1950
total,female,100,498,estimates,1950
0,male,3.048,498,estimates,1950
0_1,male,4.11,498,estimates,1950
0_4,male,9.415,498,estimates,1950
0_14,male,30.55,498,estimates,1950
0_17,male,36.643,498,estimates,1950
0_19,male,40.52,498,estimates,1950
0_24,male,50.255,498,estimates,1950
3_4,male,3.483,498,estimates,1950
3_5,male,5.237,498,estimates,1950
3_6,male,7.048,498,estimates,1950
4_5,male,3.486,498,estimates,1950
