agebroad,gender,percentagetotalpopulation,country,variant,year
0,female,1.342,233,estimates,1950
0_1,female,2.955,233,estimates,1950
0_4,female,6.836,233,estimates,1950
0_14,female,21.631,233,estimates,1950
0_17,female,26.26,233,estimates,1950
0_19,female,29.395,233,estimates,1950
0_24,female,37.637,233,estimates,1950
3_4,female,2.548,233,estimates,1950
3_5,female,3.818,233,estimates,1950
3_6,female,5.115,233,estimates,1950
4_5,female,2.535,233,estimates,1950
4_6,female,3.831,233,estimates,1950
5_14,female,14.796,233,estimates,1950
5_10,female,8.273,233,estimates,1950
5_11,female,9.878,233,estimates,1950
6_9,female,5.481,233,estimates,1950
6_10,female,7.002,233,estimates,1950
6_11,female,8.608,233,estimates,1950
6_12,female,10.263,233,estimates,1950
7_10,female,5.706,233,estimates,1950
7_12,female,8.966,233,estimates,1950
11_16,female,9.635,233,estimates,1950
11_17,female,11.152,233,estimates,1950
11_18,female,12.694,233,estimates,1950
12_14,female,4.918,233,estimates,1950
12_16,female,8.03,233,estimates,1950
12_17,female,9.547,233,estimates,1950
12_18,female,11.089,233,estimates,1950
13_17,female,7.891,233,estimates,1950
13_18,female,9.434,233,estimates,1950
13_19,female,11.026,233,estimates,1950
15_17,female,4.629,233,estimates,1950
18_23,female,9.768,233,estimates,1950
15_24,female,16.006,233,estimates,1950
15_49,female,49.114,233,estimates,1950
15_59,female,60.633,233,estimates,1950
15_64,female,65.499,233,estimates,1950
20_64,female,57.736,233,estimates,1950
20_69,female,62.025,233,estimates,1950
25_49,female,33.108,233,estimates,1950
25_64,female,49.494,233,estimates,1950
25_69,female,53.783,233,estimates,1950
15plus,female,78.369,233,estimates,1950
16plus,female,76.791,233,estimates,1950
17plus,female,75.257,233,estimates,1950
18plus,female,73.74,233,estimates,1950
20plus,female,70.605,233,estimates,1950
21plus,female,68.974,233,estimates,1950
25plus,female,62.363,233,estimates,1950
50plus,female,29.255,233,estimates,1950
60plus,female,17.736,233,estimates,1950
65plus,female,12.869,233,estimates,1950
70plus,female,8.58,233,estimates,1950
75plus,female,5.035,233,estimates,1950
80plus,female,2.321,233,estimates,1950
85plus,female,0.842,233,estimates,1950
90plus,female,0.207,233,estimates,1950
total,female,100,233,estimates,1950
0,male,1.901,233,estimates,1950
0_1,male,4.642,233,estimates,1950
0_4,male,10.464,233,estimates,1950
0_14,male,30.861,233,estimates,1950
0_17,male,36.993,233,estimates,1950
0_19,male,40.984,233,estimates,1950
0_24,male,50.577,233,estimates,1950
3_4,male,3.785,233,estimates,1950
3_5,male,5.62,233,estimates,1950
3_6,male,7.466,233,estimates,1950
4_5,male,3.696,233,estimates,1950
4_6,male,5.541,233,estimates,1950
5_14,male,20.397,233,estimates,1950
5_10,male,11.582,233,estimates,1950
5_11,male,13.766,233,estimates,1950
6_9,male,7.663,233,estimates,1950
6_10,male,9.746,233,estimates,1950
6_11,male,11.93,233,estimates,1950
6_12,male,14.172,233,estimates,1950
7_10,male,7.901,233,estimates,1950
7_12,male,12.327,233,estimates,1950
11_16,male,12.958,233,estimates,1950
11_17,male,14.948,233,estimates,1950
11_18,male,16.934,233,estimates,1950
12_14,male,6.631,233,estimates,1950
12_16,male,10.774,233,estimates,1950
12_17,male,12.764,233,estimates,1950
12_18,male,14.75,233,estimates,1950
13_17,male,10.522,233,estimates,1950
13_18,male,12.508,233,estimates,1950
13_19,male,14.513,233,estimates,1950
15_17,male,6.132,233,estimates,1950
18_23,male,11.868,233,estimates,1950
15_24,male,19.716,233,estimates,1950
