agebroad,gender,percentagetotalpopulation,country,variant,year
0,female,4.684,800,estimates,1950
0_1,female,7.743,800,estimates,1950
0_4,female,18.138,800,estimates,1950
0_14,female,42.669,800,estimates,1950
0_17,female,49.254,800,estimates,1950
0_19,female,53.515,800,estimates,1950
0_24,female,62.793,800,estimates,1950
3_4,female,6.758,800,estimates,1950
3_5,female,9.87,800,estimates,1950
3_6,female,12.805,800,estimates,1950
4_5,female,6.403,800,estimates,1950
4_6,female,9.338,800,estimates,1950
5_14,female,24.531,800,estimates,1950
5_10,female,16.163,800,estimates,1950
5_11,female,18.315,800,estimates,1950
6_9,female,10.748,800,estimates,1950
6_10,female,13.051,800,estimates,1950
6_11,female,15.203,800,estimates,1950
6_12,female,17.263,800,estimates,1950
7_10,female,10.116,800,estimates,1950
7_12,female,14.327,800,estimates,1950
11_16,female,12.724,800,estimates,1950
11_17,female,14.952,800,estimates,1950
11_18,female,17.13,800,estimates,1950
12_14,female,6.216,800,estimates,1950
12_16,female,10.572,800,estimates,1950
12_17,female,12.8,800,estimates,1950
12_18,female,14.978,800,estimates,1950
13_17,female,10.741,800,estimates,1950
13_18,female,12.918,800,estimates,1950
13_19,female,15.002,800,estimates,1950
15_17,female,6.584,800,estimates,1950
18_23,female,11.803,800,estimates,1950
15_24,female,20.124,800,estimates,1950
15_49,female,47.348,800,estimates,1950
15_59,female,52.361,800,estimates,1950
15_64,female,54.166,800,estimates,1950
20_64,female,43.32,800,estimates,1950
20_69,female,44.704,800,estimates,1950
25_49,female,27.224,800,estimates,1950
25_64,female,34.042,800,estimates,1950
25_69,female,35.427,800,estimates,1950
15plus,female,57.331,800,estimates,1950
16plus,female,55.182,800,estimates,1950
17plus,female,52.974,800,estimates,1950
18plus,female,50.746,800,estimates,1950
20plus,female,46.485,800,estimates,1950
21plus,female,44.485,800,estimates,1950
25plus,female,37.207,800,estimates,1950
50plus,female,9.983,800,estimates,1950
60plus,female,4.97,800,estimates,1950
65plus,female,3.165,800,estimates,1950
70plus,female,1.781,800,estimates,1950
75plus,female,0.823,800,estimates,1950
80plus,female,0.285,800,estimates,1950
85plus,female,0.082,800,estimates,1950
90plus,female,0.016,800,estimates,1950
total,female,100,800,estimates,1950
0,male,4.74,800,estimates,1950
0_1,male,7.898,800,estimates,1950
0_4,male,18.507,800,estimates,1950
0_14,male,43.457,800,estimates,1950
0_17,male,50.065,800,estimates,1950
0_19,male,54.334,800,estimates,1950
0_24,male,63.63,800,estimates,1950
3_4,male,6.898,800,estimates,1950
3_5,male,10.075,800,estimates,1950
3_6,male,13.07,800,estimates,1950
4_5,male,6.536,800,estimates,1950
4_6,male,9.531,800,estimates,1950
5_14,male,24.949,800,estimates,1950
5_10,male,16.477,800,estimates,1950
5_11,male,18.663,800,estimates,1950
6_9,male,10.958,800,estimates,1950
6_10,male,13.3,800,estimates,1950
6_11,male,15.486,800,estimates,1950
6_12,male,17.575,800,estimates,1950
7_10,male,10.305,800,estimates,1950
7_12,male,14.579,800,estimates,1950
11_16,male,12.849,800,estimates,1950
11_17,male,15.081,800,estimates,1950
11_18,male,17.262,800,estimates,1950
