agebroad,gender,percentagetotalpopulation,country,variant,year
0,female,3.947,728,estimates,1950
0_1,female,7.824,728,estimates,1950
0_4,female,17.998,728,estimates,1950
0_14,female,44.005,728,estimates,1950
0_17,female,50.426,728,estimates,1950
0_19,female,54.384,728,estimates,1950
0_24,female,63.071,728,estimates,1950
3_4,female,6.597,728,estimates,1950
3_5,female,9.657,728,estimates,1950
3_6,female,12.581,728,estimates,1950
4_5,female,6.272,728,estimates,1950
4_6,female,9.197,728,estimates,1950
5_14,female,26.007,728,estimates,1950
5_10,female,16.613,728,estimates,1950
5_11,female,19.061,728,estimates,1950
6_9,female,11.032,728,estimates,1950
6_10,female,13.553,728,estimates,1950
6_11,female,16.001,728,estimates,1950
6_12,female,18.381,728,estimates,1950
7_10,female,10.629,728,estimates,1950
7_12,female,15.457,728,estimates,1950
11_16,female,13.73,728,estimates,1950
11_17,female,15.815,728,estimates,1950
11_18,female,17.831,728,estimates,1950
12_14,female,6.946,728,estimates,1950
12_16,female,11.282,728,estimates,1950
12_17,female,13.367,728,estimates,1950
12_18,female,15.384,728,estimates,1950
13_17,female,10.988,728,estimates,1950
13_18,female,13.004,728,estimates,1950
13_19,female,14.945,728,estimates,1950
15_17,female,6.422,728,estimates,1950
18_23,female,11.03,728,estimates,1950
15_24,female,19.066,728,estimates,1950
15_49,female,45.423,728,estimates,1950
15_59,female,50.727,728,estimates,1950
15_64,female,52.684,728,estimates,1950
20_64,female,42.305,728,estimates,1950
20_69,female,43.779,728,estimates,1950
25_49,female,26.357,728,estimates,1950
25_64,female,33.618,728,estimates,1950
25_69,female,35.092,728,estimates,1950
15plus,female,55.995,728,estimates,1950
16plus,female,53.801,728,estimates,1950
17plus,female,51.658,728,estimates,1950
18plus,female,49.574,728,estimates,1950
20plus,female,45.616,728,estimates,1950
21plus,female,43.747,728,estimates,1950
25plus,female,36.929,728,estimates,1950
50plus,female,10.572,728,estimates,1950
60plus,female,5.268,728,estimates,1950
65plus,female,3.311,728,estimates,1950
70plus,female,1.837,728,estimates,1950
75plus,female,0.83,728,estimates,1950
80plus,female,0.277,728,estimates,1950
85plus,female,0.081,728,estimates,1950
90plus,female,0.016,728,estimates,1950
total,female,100,728,estimates,1950
0,male,3.802,728,estimates,1950
0_1,male,7.722,728,estimates,1950
0_4,male,17.748,728,estimates,1950
0_14,male,43.39,728,estimates,1950
0_17,male,49.619,728,estimates,1950
0_19,male,53.465,728,estimates,1950
0_24,male,62.093,728,estimates,1950
3_4,male,6.5,728,estimates,1950
3_5,male,9.514,728,estimates,1950
3_6,male,12.396,728,estimates,1950
4_5,male,6.18,728,estimates,1950
4_6,male,9.062,728,estimates,1950
5_14,male,25.642,728,estimates,1950
5_10,male,16.384,728,estimates,1950
5_11,male,18.805,728,estimates,1950
6_9,male,10.879,728,estimates,1950
6_10,male,13.369,728,estimates,1950
6_11,male,15.79,728,estimates,1950
6_12,male,18.142,728,estimates,1950
7_10,male,10.487,728,estimates,1950
7_12,male,15.26,728,estimates,1950
11_16,male,13.472,728,estimates,1950
11_17,male,15.487,728,estimates,1950
11_18,male,17.44,728,estimates,1950
12_14,male,6.837,728,estimates,1950
12_16,male,11.052,728,estimates,1950
12_17,male,13.066,728,estimates,1950
12_18,male,15.02,728,estimates,1950
13_17,male,10.714,728,estimates,1950
13_18,male,12.668,728,estimates,1950
13_19,male,14.56,728,estimates,1950
15_17,male,6.229,728,estimates,1950
18_23,male,10.853,728,estimates,1950
15_24,male,18.704,728,estimates,1950
15_49,male,45.525,728,estimates,1950
15_59,male,51.043,728,estimates,1950
15_64,male,53.111,728,estimates,1950
20_64,male,43.036,728,estimates,1950
20_69,male,44.593,728,estimates,1950
25_49,male,26.821,728,estimates,1950
25_64,male,34.407,728,estimates,1950
25_69,male,35.965,728,estimates,1950
15plus,male,56.61,728,estimates,1950
16plus,male,54.472,728,estimates,1950
17plus,male,52.396,728,estimates,1950
18plus,male,50.381,728,estimates,1950
20plus,male,46.535,728,estimates,1950
21plus,male,44.701,728,estimates,1950
25plus,male,37.907,728,estimates,1950
50plus,male,11.085,728,estimates,1950
60plus,male,5.567,728,estimates,1950
65plus,male,3.499,728,estimates,1950
70plus,male,1.942,728,estimates,1950
75plus,male,0.877,728,estimates,1950
80plus,male,0.293,728,estimates,1950
85plus,male,0.086,728,estimates,1950
90plus,male,0.017,728,estimates,1950
total,male,100,728,estimates,1950
0,female,3.911,728,estimates,1951
0_1,female,7.533,728,estimates,1951
0_4,female,17.73,728,estimates,1951
0_14,female,43.928,728,estimates,1951
0_17,female,50.35,728,estimates,1951
0_19,female,54.343,728,estimates,1951
0_24,female,63.112,728,estimates,1951
3_4,female,6.62,728,estimates,1951
3_5,female,9.702,728,estimates,1951
3_6,female,12.652,728,estimates,1951
4_5,female,6.309,728,estimates,1951
4_6,female,9.26,728,estimates,1951
5_14,female,26.198,728,estimates,1951
5_10,female,16.775,728,estimates,1951
5_11,female,19.236,728,estimates,1951
6_9,female,11.151,728,estimates,1951
6_10,female,13.694,728,estimates,1951
6_11,female,16.155,728,estimates,1951
6_12,female,18.542,728,estimates,1951
7_10,female,10.743,728,estimates,1951
