agebroad,gender,percentagetotalpopulation,country,variant,year
0,female,4.05,76,estimates,1950
0_1,female,7.267,76,estimates,1950
0_4,female,16.364,76,estimates,1950
0_14,female,40.98,76,estimates,1950
0_17,female,47.059,76,estimates,1950
0_19,female,50.884,76,estimates,1950
0_24,female,60.081,76,estimates,1950
3_4,female,5.871,76,estimates,1950
3_5,female,8.592,76,estimates,1950
3_6,female,11.213,76,estimates,1950
4_5,female,5.573,76,estimates,1950
4_6,female,8.194,76,estimates,1950
5_14,female,24.616,76,estimates,1950
5_10,female,15.259,76,estimates,1950
5_11,female,17.685,76,estimates,1950
6_9,female,10.109,76,estimates,1950
6_10,female,12.537,76,estimates,1950
6_11,female,14.964,76,estimates,1950
6_12,female,17.362,76,estimates,1950
7_10,female,9.916,76,estimates,1950
7_12,female,14.74,76,estimates,1950
11_16,female,13.491,76,estimates,1950
11_17,female,15.436,76,estimates,1950
11_18,female,17.351,76,estimates,1950
12_14,female,6.931,76,estimates,1950
12_16,female,11.065,76,estimates,1950
12_17,female,13.01,76,estimates,1950
12_18,female,14.925,76,estimates,1950
13_17,female,10.612,76,estimates,1950
13_18,female,12.527,76,estimates,1950
13_19,female,14.437,76,estimates,1950
15_17,female,6.079,76,estimates,1950
18_23,female,11.297,76,estimates,1950
15_24,female,19.101,76,estimates,1950
15_49,female,47.477,76,estimates,1950
15_59,female,53.688,76,estimates,1950
15_64,female,55.749,76,estimates,1950
20_64,female,45.844,76,estimates,1950
20_69,female,47.291,76,estimates,1950
25_49,female,28.377,76,estimates,1950
25_64,female,36.648,76,estimates,1950
25_69,female,38.094,76,estimates,1950
15plus,female,59.02,76,estimates,1950
16plus,female,56.904,76,estimates,1950
17plus,female,54.886,76,estimates,1950
18plus,female,52.941,76,estimates,1950
20plus,female,49.116,76,estimates,1950
21plus,female,47.215,76,estimates,1950
25plus,female,39.919,76,estimates,1950
50plus,female,11.543,76,estimates,1950
60plus,female,5.332,76,estimates,1950
65plus,female,3.272,76,estimates,1950
70plus,female,1.825,76,estimates,1950
75plus,female,0.884,76,estimates,1950
80plus,female,0.328,76,estimates,1950
85plus,female,0.201,76,estimates,1950
90plus,female,0.112,76,estimates,1950
total,female,100,76,estimates,1950
0,male,4.238,76,estimates,1950
0_1,male,7.542,76,estimates,1950
0_4,male,16.928,76,estimates,1950
0_14,male,42.15,76,estimates,1950
0_17,male,48.365,76,estimates,1950
0_19,male,52.273,76,estimates,1950
0_24,male,61.664,76,estimates,1950
3_4,male,6.05,76,estimates,1950
3_5,male,8.847,76,estimates,1950
3_6,male,11.536,76,estimates,1950
4_5,male,5.733,76,estimates,1950
4_6,male,8.422,76,estimates,1950
5_14,male,25.221,76,estimates,1950
5_10,male,15.642,76,estimates,1950
5_11,male,18.127,76,estimates,1950
6_9,male,10.36,76,estimates,1950
6_10,male,12.846,76,estimates,1950
6_11,male,15.33,76,estimates,1950
6_12,male,17.786,76,estimates,1950
7_10,male,10.156,76,estimates,1950
7_12,male,15.096,76,estimates,1950
